y1_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI,Year
WI,4,AZ,ARIZONA,1409,2442,70262,2012
WI,19,IA,IOWA,1376,2574,62249,2012
WI,18,IN,INDIANA,1110,2216,54061,2012
WI,8,CO,COLORADO,1023,1844,46074,2012
WI,36,NY,NEW YORK,1021,1742,52899,2012
WI,13,GA,GEORGIA,956,1839,50305,2012
WI,39,OH,OHIO,940,1753,53718,2012
WI,37,NC,NORTH CAROLINA,867,1728,42918,2012
WI,29,MO,MISSOURI,774,1521,35487,2012
WI,53,WA,WASHINGTON,744,1360,35667,2012
WI,51,VA,VIRGINIA,688,1290,37219,2012
WI,42,PA,PENNSYLVANIA,685,1386,51274,2012
WI,47,TN,TENNESSEE,656,1272,26807,2012
WI,57,FR,Foreign,637,1240,30434,2012
WI,32,NV,NEVADA,453,803,34207,2012
WI,41,OR,OREGON,379,650,17867,2012
WI,25,MA,MASSACHUSETTS,369,674,21968,2012
WI,45,SC,SOUTH CAROLINA,368,709,16416,2012
WI,24,MD,MARYLAND,358,663,24746,2012
WI,21,KY,KENTUCKY,354,685,14325,2012
WI,34,NJ,NEW JERSEY,345,629,28875,2012
WI,20,KS,KANSAS,343,692,15856,2012
WI,5,AR,ARKANSAS,325,635,13950,2012
WI,1,AL,ALABAMA,309,722,13449,2012
WI,40,OK,OKLAHOMA,304,620,14016,2012
WI,31,NE,NEBRASKA,303,610,15710,2012
WI,38,ND,NORTH DAKOTA,268,471,11656,2012
WI,28,MS,MISSISSIPPI,266,527,6343,2012
WI,35,NM,NEW MEXICO,248,460,10358,2012
WI,49,UT,UTAH,236,500,10400,2012
WI,2,AK,ALASKA,235,433,10406,2012
WI,46,SD,SOUTH DAKOTA,231,440,10881,2012
WI,9,CT,CONNECTICUT,227,446,16269,2012
WI,22,LA,LOUISIANA,224,434,8013,2012
WI,30,MT,MONTANA,192,369,6670,2012
WI,15,HI,HAWAII,187,310,7781,2012
WI,11,DC,DISTRICT OF COLUMBIA,154,191,13003,2012
WI,56,WY,WYOMING,149,258,5685,2012
WI,16,ID,IDAHO,142,288,6439,2012
WI,10,DE,DELAWARE,131,431,4291,2012
WI,23,ME,MAINE,89,181,5896,2012
WI,33,NH,NEW HAMPSHIRE,79,138,4824,2012
WI,54,WV,WEST VIRGINIA,78,139,3479,2012
WI,50,VT,VERMONT,67,118,3685,2012
WI,44,RI,RHODE ISLAND,67,113,2472,2012
WY,96,WY,WY Total Migration US and Foreign,17149,30222,874773,2012
WY,97,WY,WY Total Migration US,16944,29816,863742,2012
WY,98,WY,WY Total Migration Foreign,205,406,11031,2012
WY,56,WY,WY Non-migrants,209678,452407,15501983,2012
WY,12,FL,FLORIDA,2960,3289,105934,2012
WY,8,CO,COLORADO,1993,3802,97867,2012
WY,6,CA,CALIFORNIA,1008,1830,72841,2012
WY,49,UT,UTAH,913,2209,41628,2012
WY,48,TX,TEXAS,877,1599,50464,2012
WY,30,MT,MONTANA,758,1439,53963,2012
WY,16,ID,IDAHO,616,1447,26344,2012
WY,4,AZ,ARIZONA,566,1104,24607,2012
WY,46,SD,SOUTH DAKOTA,508,919,20719,2012
WY,31,NE,NEBRASKA,453,921,18814,2012
WY,53,WA,WASHINGTON,426,861,19667,2012
WY,13,GA,GEORGIA,412,573,15646,2012
WY,26,MI,MICHIGAN,335,559,15533,2012
WY,32,NV,NEVADA,332,686,13814,2012
WY,41,OR,OREGON,326,640,12365,2012
WY,42,PA,PENNSYLVANIA,242,400,13271,2012
WY,29,MO,MISSOURI,233,451,8894,2012
WY,17,IL,ILLINOIS,232,395,9071,2012
WY,36,NY,NEW YORK,224,357,7899,2012
WY,35,NM,NEW MEXICO,215,433,10514,2012
WY,57,FR,Foreign,205,406,11031,2012
WY,40,OK,OKLAHOMA,203,379,9224,2012
WY,38,ND,NORTH DAKOTA,202,418,11271,2012
WY,39,OH,OHIO,201,303,7440,2012
WY,27,MN,MINNESOTA,197,330,8586,2012
WY,51,VA,VIRGINIA,196,345,10701,2012
WY,37,NC,NORTH CAROLINA,192,360,7591,2012
WY,20,KS,KANSAS,188,382,70483,2012
WY,55,WI,WISCONSIN,184,324,7251,2012
WY,2,AK,ALASKA,177,327,10120,2012
WY,18,IN,INDIANA,135,262,5693,2012
WY,19,IA,IOWA,133,271,5100,2012
WY,47,TN,TENNESSEE,121,198,4789,2012
WY,1,AL,ALABAMA,121,220,5274,2012
WY,25,MA,MASSACHUSETTS,117,155,5469,2012
WY,22,LA,LOUISIANA,116,218,5787,2012
WY,5,AR,ARKANSAS,110,220,4794,2012
WY,21,KY,KENTUCKY,87,152,2470,2012
WY,45,SC,SOUTH CAROLINA,85,142,2922,2012
WY,24,MD,MARYLAND,83,140,4078,2012
WY,34,NJ,NEW JERSEY,72,106,13289,2012
WY,28,MS,MISSISSIPPI,62,114,2353,2012
WY,15,HI,HAWAII,59,114,2197,2012
WY,9,CT,CONNECTICUT,50,78,2472,2012
WY,23,ME,MAINE,48,72,1922,2012
WY,54,WV,WEST VIRGINIA,40,65,1806,2012
WY,33,NH,NEW HAMPSHIRE,40,62,1430,2012
WY,50,VT,VERMONT,33,43,4384,2012
WY,10,DE,DELAWARE,26,46,1432,2012
WY,11,DC,DISTRICT OF COLUMBIA,23,30,2799,2012
WY,44,RI,RHODE ISLAND,14,26,761,2012
AL,96,AL,AL Total Mig - US & For,43890,92180,1854552,2011
AL,97,AL,AL Total Mig - US,42880,89794,1805235,2011
AL,98,AL,AL Total Mig - Foreign,1010,2386,49317,2011
AL,1,AL,AL Non-Migrants,1591968,3593492,80792924,2011
AL,13,GA,GEORGIA,8101,17114,284400,2011
AL,12,FL,FLORIDA,6115,12189,234780,2011
AL,47,TN,TENNESSEE,3259,6698,132830,2011
AL,48,TX,TEXAS,2718,6016,131406,2011
AL,28,MS,MISSISSIPPI,2653,5498,109556,2011
AL,6,CA,CALIFORNIA,1541,3192,64665,2011
AL,37,NC,NORTH CAROLINA,1517,3256,69170,2011
AL,51,VA,VIRGINIA,1357,3010,90550,2011
AL,22,LA,LOUISIANA,1167,2480,52421,2011
AL,36,NY,NEW YORK,1013,1924,44347,2011
AL,57,FR,Foreign,1010,2386,49317,2011
AL,39,OH,OHIO,1008,2069,46702,2011
AL,26,MI,MICHIGAN,999,2051,40917,2011
AL,17,IL,ILLINOIS,928,1846,39830,2011
AL,45,SC,SOUTH CAROLINA,881,1881,23880,2011
AL,21,KY,KENTUCKY,846,1855,36271,2011
AL,18,IN,INDIANA,690,1446,29544,2011
AL,29,MO,MISSOURI,613,1265,28323,2011
AL,5,AR,ARKANSAS,553,1096,23216,2011
AL,4,AZ,ARIZONA,534,1248,25581,2011
AL,42,PA,PENNSYLVANIA,534,1066,26497,2011
AL,8,CO,COLORADO,524,1125,25535,2011
AL,53,WA,WASHINGTON,488,1092,20516,2011
AL,24,MD,MARYLAND,457,953,23827,2011
AL,40,OK,OKLAHOMA,389,878,15709,2011
AL,20,KS,KANSAS,357,794,13954,2011
AL,34,NJ,NEW JERSEY,331,682,16332,2011
AL,55,WI,WISCONSIN,278,562,12428,2011
AL,15,HI,HAWAII,250,602,10234,2011
AL,25,MA,MASSACHUSETTS,247,442,13891,2011
AL,32,NV,NEVADA,239,503,11341,2011
AL,2,AK,ALASKA,231,578,12028,2011
AL,27,MN,MINNESOTA,207,405,8717,2011
AL,19,IA,IOWA,198,420,9652,2011
AL,49,UT,UTAH,182,447,7815,2011
AL,9,CT,CONNECTICUT,179,362,8938,2011
AL,35,NM,NEW MEXICO,175,399,9278,2011
AL,41,OR,OREGON,160,312,5338,2011
AL,31,NE,NEBRASKA,142,313,6959,2011
AL,54,WV,WEST VIRGINIA,134,286,5630,2011
AL,16,ID,IDAHO,93,237,4242,2011
AL,33,NH,NEW HAMPSHIRE,73,146,2980,2011
AL,56,WY,WYOMING,72,156,3221,2011
AL,23,ME,MAINE,71,139,3145,2011
AL,46,SD,SOUTH DAKOTA,64,146,4685,2011
AL,44,RI,RHODE ISLAND,60,120,2599,2011
AL,11,DC,DISTRICT OF COLUMBIA,58,79,3484,2011
AL,38,ND,NORTH DAKOTA,58,111,2230,2011
AL,10,DE,DELAWARE,57,150,2640,2011
AL,30,MT,MONTANA,55,109,2210,2011
AL,50,VT,VERMONT,24,46,792,2011
AK,96,AK,AK Total Mig - US & For,16694,32136,676203,2011
AK,97,AK,AK Total Mig - US,16156,30965,654011,2011
AK,98,AK,AK Total Mig - Foreign,538,1171,22192,2011
AK,2,AK,AK Non-Migrants,251110,528988,16544184,2011
AK,53,WA,WASHINGTON,1550,2817,63378,2011
AK,6,CA,CALIFORNIA,1527,2817,55348,2011
AK,48,TX,TEXAS,1240,2636,63410,2011
AK,12,FL,FLORIDA,1023,1705,35311,2011
AK,41,OR,OREGON,810,1464,32738,2011
AK,8,CO,COLORADO,567,1033,23934,2011
AK,4,AZ,ARIZONA,542,1035,23086,2011
AK,57,FR,Foreign,538,1171,22192,2011
AK,13,GA,GEORGIA,535,1164,20297,2011
AK,37,NC,NORTH CAROLINA,471,1016,17805,2011
AK,51,VA,VIRGINIA,406,940,19598,2011
AK,36,NY,NEW YORK,366,613,12255,2011
AK,16,ID,IDAHO,352,679,13706,2011
AK,26,MI,MICHIGAN,342,603,13947,2011
AK,17,IL,ILLINOIS,328,557,12581,2011
AK,27,MN,MINNESOTA,327,530,12854,2011
AK,15,HI,HAWAII,316,625,9708,2011
AK,32,NV,NEVADA,296,583,11933,2011
AK,30,MT,MONTANA,293,523,12404,2011
AK,49,UT,UTAH,293,660,11919,2011
AK,42,PA,PENNSYLVANIA,274,437,10675,2011
AK,29,MO,MISSOURI,273,603,10335,2011
AK,39,OH,OHIO,269,481,10588,2011
AK,40,OK,OKLAHOMA,269,604,12232,2011
AK,55,WI,WISCONSIN,258,424,9809,2011
AK,1,AL,ALABAMA,249,620,11909,2011
AK,47,TN,TENNESSEE,225,468,8489,2011
AK,45,SC,SOUTH CAROLINA,213,442,8210,2011
AK,35,NM,NEW MEXICO,200,374,9464,2011
AK,18,IN,INDIANA,191,329,6642,2011
AK,22,LA,LOUISIANA,180,408,8730,2011
AK,20,KS,KANSAS,177,424,7305,2011
AK,21,KY,KENTUCKY,172,424,7860,2011
AK,24,MD,MARYLAND,166,364,7414,2011
AK,25,MA,MASSACHUSETTS,140,220,5691,2011
AK,34,NJ,NEW JERSEY,137,212,4933,2011
AK,56,WY,WYOMING,128,227,6032,2011
AK,31,NE,NEBRASKA,124,252,4672,2011
AK,5,AR,ARKANSAS,123,243,4484,2011
AK,19,IA,IOWA,108,181,3779,2011
AK,38,ND,NORTH DAKOTA,96,186,4158,2011
AK,46,SD,SOUTH DAKOTA,96,171,3498,2011
AK,9,CT,CONNECTICUT,94,133,3201,2011
AK,28,MS,MISSISSIPPI,94,186,3702,2011
AK,23,ME,MAINE,87,162,4025,2011
AK,50,VT,VERMONT,51,77,1966,2011
AK,54,WV,WEST VIRGINIA,51,99,2164,2011
AK,33,NH,NEW HAMPSHIRE,49,77,1670,2011
AK,10,DE,DELAWARE,30,64,1505,2011
AK,11,DC,DISTRICT OF COLUMBIA,30,39,1878,2011
AK,44,RI,RHODE ISLAND,18,34,779,2011
AZ,96,AZ,AZ Total Mig - US & For,85145,161552,4129920,2011
AZ,97,AZ,AZ Total Mig - US,83528,158038,4045406,2011
AZ,98,AZ,AZ Total Mig - Foreign,1617,3514,84514,2011
AZ,4,AZ,AZ Non-Migrants,2037603,4610282,108742635,2011
AZ,6,CA,CALIFORNIA,15921,30618,835477,2011
AZ,48,TX,TEXAS,5445,11024,250864,2011
AZ,53,WA,WASHINGTON,4198,7905,191359,2011
AZ,8,CO,COLORADO,4034,7769,196719,2011
AZ,17,IL,ILLINOIS,3970,7119,214634,2011
AZ,35,NM,NEW MEXICO,3388,7094,119725,2011
AZ,32,NV,NEVADA,3059,6084,134332,2011
AZ,12,FL,FLORIDA,2941,5215,135519,2011
AZ,26,MI,MICHIGAN,2649,4629,118032,2011
AZ,36,NY,NEW YORK,2458,4168,133722,2011
AZ,49,UT,UTAH,2319,5433,88278,2011
AZ,39,OH,OHIO,2272,3931,129577,2011
AZ,41,OR,OREGON,2165,3931,100994,2011
AZ,27,MN,MINNESOTA,1787,3150,110451,2011
AZ,42,PA,PENNSYLVANIA,1735,3007,88881,2011
AZ,55,WI,WISCONSIN,1675,2908,79745,2011
AZ,57,FR,Foreign,1617,3514,84514,2011
AZ,29,MO,MISSOURI,1449,2712,69446,2011
AZ,37,NC,NORTH CAROLINA,1410,2845,62737,2011
AZ,18,IN,INDIANA,1387,2561,62245,2011
AZ,51,VA,VIRGINIA,1383,2554,75704,2011
AZ,13,GA,GEORGIA,1325,2682,63041,2011
AZ,34,NJ,NEW JERSEY,1087,1902,68293,2011
AZ,19,IA,IOWA,1049,1812,44238,2011
AZ,20,KS,KANSAS,1006,1876,45356,2011
AZ,16,ID,IDAHO,1000,2100,35348,2011
AZ,25,MA,MASSACHUSETTS,959,1596,60844,2011
AZ,40,OK,OKLAHOMA,872,1805,37172,2011
AZ,47,TN,TENNESSEE,839,1582,34274,2011
AZ,31,NE,NEBRASKA,802,1474,40530,2011
AZ,24,MD,MARYLAND,756,1340,47085,2011
AZ,15,HI,HAWAII,698,1398,28205,2011
AZ,2,AK,ALASKA,689,1356,35689,2011
AZ,30,MT,MONTANA,681,1180,26186,2011
AZ,46,SD,SOUTH DAKOTA,586,1014,25256,2011
AZ,21,KY,KENTUCKY,556,1113,23751,2011
AZ,56,WY,WYOMING,547,1019,23325,2011
AZ,9,CT,CONNECTICUT,543,932,33942,2011
AZ,45,SC,SOUTH CAROLINA,536,1060,23665,2011
AZ,5,AR,ARKANSAS,479,952,19107,2011
AZ,1,AL,ALABAMA,454,921,18241,2011
AZ,22,LA,LOUISIANA,448,879,21970,2011
AZ,28,MS,MISSISSIPPI,352,652,13045,2011
AZ,38,ND,NORTH DAKOTA,338,579,15470,2011
AZ,33,NH,NEW HAMPSHIRE,295,485,11402,2011
AZ,23,ME,MAINE,244,414,9082,2011
AZ,44,RI,RHODE ISLAND,165,282,9522,2011
AZ,11,DC,DISTRICT OF COLUMBIA,151,228,9033,2011
AZ,54,WV,WEST VIRGINIA,146,247,11500,2011
AZ,10,DE,DELAWARE,141,257,7561,2011
AZ,50,VT,VERMONT,139,244,4831,2011
AR,96,AR,AR Total Mig - US & For,29896,61606,1166362,2011
AR,97,AR,AR Total Mig - US,29511,60755,1147762,2011
AR,98,AR,AR Total Mig - Foreign,385,851,18600,2011
AR,5,AR,AR Non-Migrants,951286,2133951,45180047,2011
AR,48,TX,TEXAS,5262,10782,209384,2011
AR,29,MO,MISSOURI,3070,6646,95542,2011
AR,40,OK,OKLAHOMA,2531,5250,79931,2011
AR,47,TN,TENNESSEE,1769,3519,59457,2011
AR,6,CA,CALIFORNIA,1767,3531,65016,2011
AR,12,FL,FLORIDA,1347,2621,47003,2011
AR,22,LA,LOUISIANA,1268,2631,50392,2011
AR,17,IL,ILLINOIS,1144,2295,54398,2011
AR,28,MS,MISSISSIPPI,994,2066,34969,2011
AR,13,GA,GEORGIA,739,1522,31968,2011
AR,20,KS,KANSAS,711,1536,30266,2011
AR,37,NC,NORTH CAROLINA,568,1193,25009,2011
AR,4,AZ,ARIZONA,554,1208,21354,2011
AR,26,MI,MICHIGAN,534,1099,19835,2011
AR,8,CO,COLORADO,481,975,19636,2011
AR,51,VA,VIRGINIA,478,997,24538,2011
AR,1,AL,ALABAMA,455,972,18039,2011
AR,39,OH,OHIO,449,873,23540,2011
AR,18,IN,INDIANA,420,826,14647,2011
AR,36,NY,NEW YORK,390,772,18371,2011
AR,57,FR,Foreign,385,851,18600,2011
AR,55,WI,WISCONSIN,365,744,15503,2011
AR,53,WA,WASHINGTON,344,714,12070,2011
AR,19,IA,IOWA,312,612,12771,2011
AR,21,KY,KENTUCKY,312,652,13067,2011
AR,42,PA,PENNSYLVANIA,288,576,16017,2011
AR,32,NV,NEVADA,277,564,10663,2011
AR,27,MN,MINNESOTA,261,538,14480,2011
AR,45,SC,SOUTH CAROLINA,260,557,12815,2011
AR,31,NE,NEBRASKA,205,424,9261,2011
AR,34,NJ,NEW JERSEY,199,405,12377,2011
AR,35,NM,NEW MEXICO,199,426,8038,2011
AR,24,MD,MARYLAND,173,343,8225,2011
AR,41,OR,OREGON,171,362,5261,2011
AR,49,UT,UTAH,157,414,7077,2011
AR,2,AK,ALASKA,127,269,5582,2011
AR,25,MA,MASSACHUSETTS,116,204,5431,2011
AR,15,HI,HAWAII,109,230,3008,2011
AR,56,WY,WYOMING,109,251,5237,2011
AR,16,ID,IDAHO,105,247,3384,2011
AR,9,CT,CONNECTICUT,72,137,7202,2011
AR,46,SD,SOUTH DAKOTA,65,109,2598,2011
AR,30,MT,MONTANA,61,130,1797,2011
AR,38,ND,NORTH DAKOTA,60,124,2135,2011
AR,54,WV,WEST VIRGINIA,52,99,2271,2011
AR,23,ME,MAINE,45,72,1341,2011
AR,33,NH,NEW HAMPSHIRE,35,56,1552,2011
AR,10,DE,DELAWARE,28,62,1770,2011
AR,11,DC,DISTRICT OF COLUMBIA,28,39,1516,2011
AR,44,RI,RHODE ISLAND,28,53,882,2011
AR,50,VT,VERMONT,17,28,1137,2011
CA,96,CA,CA Total Mig - US & For,224532,402125,11209086,2011
CA,97,CA,CA Total Mig - US,215214,383709,10703792,2011
CA,98,CA,CA Total Mig - Foreign,9318,18416,505294,2011
CA,6,CA,CA Non-Migrants,12600855,28690412,792748023,2011
CA,48,TX,TEXAS,18070,34901,912052,2011
CA,4,AZ,ARIZONA,15919,31809,651760,2011
CA,36,NY,NEW YORK,13917,19963,979278,2011
CA,32,NV,NEVADA,13642,26229,511430,2011
CA,53,WA,WASHINGTON,13333,24688,664350,2011
CA,12,FL,FLORIDA,11223,19091,526603,2011
CA,17,IL,ILLINOIS,9619,16063,600848,2011
CA,57,FR,Foreign,9318,18416,505294,2011
CA,41,OR,OREGON,8231,14693,347209,2011
CA,8,CO,COLORADO,8097,14552,413272,2011
CA,51,VA,VIRGINIA,6878,13119,412525,2011
CA,25,MA,MASSACHUSETTS,6135,8933,405746,2011
CA,13,GA,GEORGIA,5658,10518,248533,2011
CA,37,NC,NORTH CAROLINA,5518,11099,265129,2011
CA,42,PA,PENNSYLVANIA,5359,8273,303896,2011
CA,34,NJ,NEW JERSEY,4890,8185,372730,2011
CA,39,OH,OHIO,4728,7710,241000,2011
CA,26,MI,MICHIGAN,4687,7722,234150,2011
CA,15,HI,HAWAII,4650,8677,194174,2011
CA,49,UT,UTAH,4364,9627,177235,2011
CA,24,MD,MARYLAND,3706,6124,213119,2011
CA,29,MO,MISSOURI,3494,6138,147755,2011
CA,27,MN,MINNESOTA,3276,5376,191552,2011
CA,18,IN,INDIANA,2854,4882,119892,2011
CA,47,TN,TENNESSEE,2683,4915,111726,2011
CA,35,NM,NEW MEXICO,2637,4646,105121,2011
CA,55,WI,WISCONSIN,2574,4303,120779,2011
CA,16,ID,IDAHO,2279,4517,79242,2011
CA,40,OK,OKLAHOMA,2240,4297,74054,2011
CA,9,CT,CONNECTICUT,2222,3462,155823,2011
CA,20,KS,KANSAS,1996,3732,84399,2011
CA,22,LA,LOUISIANA,1912,3416,67819,2011
CA,45,SC,SOUTH CAROLINA,1838,3489,78980,2011
CA,19,IA,IOWA,1501,2682,58332,2011
CA,1,AL,ALABAMA,1427,2654,57938,2011
CA,11,DC,DISTRICT OF COLUMBIA,1413,1788,99691,2011
CA,21,KY,KENTUCKY,1400,2496,55551,2011
CA,5,AR,ARKANSAS,1374,2701,53857,2011
CA,2,AK,ALASKA,1315,2428,50635,2011
CA,31,NE,NEBRASKA,1147,2180,48450,2011
CA,30,MT,MONTANA,1113,1837,46488,2011
CA,28,MS,MISSISSIPPI,1027,1880,37370,2011
CA,33,NH,NEW HAMPSHIRE,850,1326,43004,2011
CA,44,RI,RHODE ISLAND,651,1055,34415,2011
CA,56,WY,WYOMING,638,1133,22552,2011
CA,23,ME,MAINE,586,895,20479,2011
CA,46,SD,SOUTH DAKOTA,526,904,16210,2011
CA,50,VT,VERMONT,432,589,16564,2011
CA,10,DE,DELAWARE,419,709,2133,2011
CA,54,WV,WEST VIRGINIA,388,618,13697,2011
CA,38,ND,NORTH DAKOTA,378,685,14245,2011
CO,96,CO,CO Total Mig - US & For,81066,149787,3895657,2011
CO,97,CO,CO Total Mig - US,79219,145535,3802991,2011
CO,98,CO,CO Total Mig - Foreign,1847,4252,92667,2011
CO,8,CO,CO Non-Migrants,1785442,3864553,112635934,2011
CO,6,CA,CALIFORNIA,9300,17015,507946,2011
CO,48,TX,TEXAS,7147,14546,398033,2011
CO,12,FL,FLORIDA,4310,7600,189190,2011
CO,4,AZ,ARIZONA,4196,8472,184694,2011
CO,17,IL,ILLINOIS,3186,5307,163553,2011
CO,36,NY,NEW YORK,2511,3961,124421,2011
CO,35,NM,NEW MEXICO,2407,4639,103814,2011
CO,53,WA,WASHINGTON,2323,4331,107661,2011
CO,51,VA,VIRGINIA,2007,3926,131707,2011
CO,20,KS,KANSAS,2002,3889,85792,2011
CO,26,MI,MICHIGAN,1965,3045,72787,2011
CO,39,OH,OHIO,1881,3145,90033,2011
CO,37,NC,NORTH CAROLINA,1868,3648,88134,2011
CO,56,WY,WYOMING,1863,3388,82595,2011
CO,29,MO,MISSOURI,1855,3386,78405,2011
CO,57,FR,Foreign,1847,4252,92667,2011
CO,13,GA,GEORGIA,1820,3603,85688,2011
CO,32,NV,NEVADA,1702,3399,77611,2011
CO,27,MN,MINNESOTA,1638,2609,79042,2011
CO,42,PA,PENNSYLVANIA,1622,2692,79797,2011
CO,49,UT,UTAH,1599,3486,73102,2011
CO,31,NE,NEBRASKA,1587,2863,69001,2011
CO,55,WI,WISCONSIN,1407,2261,56538,2011
CO,40,OK,OKLAHOMA,1387,2801,58296,2011
CO,41,OR,OREGON,1282,2278,56490,2011
CO,19,IA,IOWA,1225,1996,47630,2011
CO,18,IN,INDIANA,1149,1952,44663,2011
CO,25,MA,MASSACHUSETTS,1102,1709,70571,2011
CO,47,TN,TENNESSEE,1091,2017,51606,2011
CO,24,MD,MARYLAND,979,1706,62313,2011
CO,30,MT,MONTANA,917,1552,31768,2011
CO,34,NJ,NEW JERSEY,901,1437,53813,2011
CO,15,HI,HAWAII,802,1667,31815,2011
CO,16,ID,IDAHO,770,1684,35135,2011
CO,22,LA,LOUISIANA,734,1432,33071,2011
CO,1,AL,ALABAMA,703,1509,33763,2011
CO,46,SD,SOUTH DAKOTA,684,1111,23941,2011
CO,45,SC,SOUTH CAROLINA,646,1219,28369,2011
CO,2,AK,ALASKA,615,1268,28652,2011
CO,21,KY,KENTUCKY,581,1175,25476,2011
CO,5,AR,ARKANSAS,564,1077,22261,2011
CO,9,CT,CONNECTICUT,531,814,30940,2011
CO,38,ND,NORTH DAKOTA,420,713,17652,2011
CO,28,MS,MISSISSIPPI,372,755,15743,2011
CO,33,NH,NEW HAMPSHIRE,358,535,15649,2011
CO,23,ME,MAINE,310,481,10483,2011
CO,50,VT,VERMONT,240,328,8882,2011
CO,11,DC,DISTRICT OF COLUMBIA,237,332,15255,2011
CO,54,WV,WEST VIRGINIA,160,296,6275,2011
CO,44,RI,RHODE ISLAND,147,256,5887,2011
CO,10,DE,DELAWARE,116,224,7050,2011
CT,96,CT,CT Total Mig - US & For,33881,59285,2494120,2011
CT,97,CT,CT Total Mig - US,33044,57548,2433588,2011
CT,98,CT,CT Total Mig - Foreign,837,1737,60532,2011
CT,9,CT,CT Non-Migrants,1343294,2774447,106050133,2011
CT,36,NY,NEW YORK,8801,15625,937915,2011
CT,25,MA,MASSACHUSETTS,3713,5707,208753,2011
CT,12,FL,FLORIDA,2943,5169,120892,2011
CT,34,NJ,NEW JERSEY,1879,3358,168562,2011
CT,6,CA,CALIFORNIA,1699,2930,123301,2011
CT,42,PA,PENNSYLVANIA,1260,2083,78908,2011
CT,44,RI,RHODE ISLAND,991,1599,46355,2011
CT,51,VA,VIRGINIA,952,1859,70004,2011
CT,37,NC,NORTH CAROLINA,898,1647,49092,2011
CT,48,TX,TEXAS,884,1639,61415,2011
CT,57,FR,Foreign,837,1737,60532,2011
CT,13,GA,GEORGIA,775,1519,46572,2011
CT,17,IL,ILLINOIS,674,1215,68134,2011
CT,24,MD,MARYLAND,595,1062,37862,2011
CT,39,OH,OHIO,542,998,38499,2011
CT,33,NH,NEW HAMPSHIRE,522,804,25224,2011
CT,45,SC,SOUTH CAROLINA,468,810,16824,2011
CT,23,ME,MAINE,417,649,16397,2011
CT,26,MI,MICHIGAN,390,642,23694,2011
CT,53,WA,WASHINGTON,384,792,26481,2011
CT,4,AZ,ARIZONA,380,644,19535,2011
CT,8,CO,COLORADO,336,569,19551,2011
CT,50,VT,VERMONT,328,484,14453,2011
CT,47,TN,TENNESSEE,251,472,13442,2011
CT,18,IN,INDIANA,242,405,14864,2011
CT,27,MN,MINNESOTA,220,422,37276,2011
CT,29,MO,MISSOURI,215,440,18759,2011
CT,55,WI,WISCONSIN,190,361,16163,2011
CT,32,NV,NEVADA,180,310,7988,2011
CT,11,DC,DISTRICT OF COLUMBIA,178,231,10160,2011
CT,21,KY,KENTUCKY,139,260,8371,2011
CT,15,HI,HAWAII,138,271,5394,2011
CT,20,KS,KANSAS,128,241,10919,2011
CT,1,AL,ALABAMA,127,231,6970,2011
CT,41,OR,OREGON,124,202,6788,2011
CT,22,LA,LOUISIANA,123,207,5447,2011
CT,49,UT,UTAH,123,258,6342,2011
CT,40,OK,OKLAHOMA,116,205,6870,2011
CT,19,IA,IOWA,111,187,4619,2011
CT,10,DE,DELAWARE,99,152,5091,2011
CT,35,NM,NEW MEXICO,67,111,3465,2011
CT,31,NE,NEBRASKA,66,134,10303,2011
CT,5,AR,ARKANSAS,62,102,3060,2011
CT,28,MS,MISSISSIPPI,55,100,2256,2011
CT,54,WV,WEST VIRGINIA,53,97,3005,2011
CT,2,AK,ALASKA,48,75,1902,2011
CT,16,ID,IDAHO,47,96,1696,2011
CT,30,MT,MONTANA,41,58,991,2011
CT,46,SD,SOUTH DAKOTA,25,45,1560,2011
CT,38,ND,NORTH DAKOTA,23,40,714,2011
CT,56,WY,WYOMING,22,31,752,2011
DE,96,DE,DE Total Mig - US & For,14106,25825,681209,2011
DE,97,DE,DE Total Mig - US,13862,25339,669101,2011
DE,98,DE,DE Total Mig - Foreign,244,486,12108,2011
DE,10,DE,DE Non-Migrants,328704,692294,19831619,2011
DE,42,PA,PENNSYLVANIA,3433,6249,143967,2011
DE,24,MD,MARYLAND,2491,4578,128423,2011
DE,34,NJ,NEW JERSEY,1742,3055,100471,2011
DE,36,NY,NEW YORK,948,1717,47210,2011
DE,12,FL,FLORIDA,746,1322,30200,2011
DE,51,VA,VIRGINIA,670,1181,40931,2011
DE,6,CA,CALIFORNIA,362,647,16302,2011
DE,37,NC,NORTH CAROLINA,354,702,14560,2011
DE,48,TX,TEXAS,336,651,15085,2011
DE,13,GA,GEORGIA,327,630,12681,2011
DE,57,FR,Foreign,244,486,12108,2011
DE,39,OH,OHIO,182,355,9321,2011
DE,17,IL,ILLINOIS,167,336,10040,2011
DE,25,MA,MASSACHUSETTS,167,282,9381,2011
DE,45,SC,SOUTH CAROLINA,138,273,5996,2011
DE,9,CT,CONNECTICUT,137,238,6525,2011
DE,26,MI,MICHIGAN,116,204,5814,2011
DE,47,TN,TENNESSEE,103,181,6576,2011
DE,4,AZ,ARIZONA,97,180,4356,2011
DE,54,WV,WEST VIRGINIA,81,154,3106,2011
DE,8,CO,COLORADO,78,140,4129,2011
DE,11,DC,DISTRICT OF COLUMBIA,75,120,5922,2011
DE,29,MO,MISSOURI,73,145,4458,2011
