Inflow_State,y1_statefips,Origin_State,Origin_Extended_Name,Num_Returns,Num_Exceptions,Adj_Gross_Income,Year
CT,,MT,MONTANA,66,119,"5,940",2008
CT,,AK,ALASKA,65,98,"2,130",2008
CT,,ID,IDAHO,62,108,"4,399",2008
CT,,NE,NEBRASKA,54,113,"4,617",2008
CT,,WY,WYOMING,52,79,"33,613",2008
CT,,SD,SOUTH DAKOTA,24,42,"2,164",2008
CT,,ND,NORTH DAKOTA,17,25,466,2008
DE,,DE,DE Total Mig - US & For,"13,657","24,597","734,474",2008
DE,,DE,DE Total Mig - US,"13,373","24,075","721,591",2008
DE,,DE,DE Total Mig - Foreign,284,522,"12,883",2008
DE,,DE,DE Non-Migrants,"327,251","682,893","20,796,218",2008
DE,,PA,PENNSYLVANIA,"3,063","5,579","178,309",2008
DE,,MD,MARYLAND,"2,203","3,811","94,930",2008
DE,,FL,FLORIDA,958,"1,713","67,414",2008
DE,,NJ,NEW JERSEY,912,"1,600","50,703",2008
DE,,VA,VIRGINIA,745,"1,287","39,355",2008
DE,,NY,NEW YORK,715,"1,185","32,865",2008
DE,,NC,NORTH CAROLINA,580,"1,126","33,498",2008
DE,,CA,CALIFORNIA,460,746,"26,073",2008
DE,,TX,TEXAS,442,893,"28,151",2008
DE,,GA,GEORGIA,348,681,"16,231",2008
DE,,FR,Foreign,284,522,"12,883",2008
DE,,SC,SOUTH CAROLINA,251,499,"15,707",2008
DE,,OH,OHIO,204,416,"10,361",2008
DE,,MA,MASSACHUSETTS,186,290,"8,064",2008
DE,,IL,ILLINOIS,165,341,"11,794",2008
DE,,AZ,ARIZONA,162,269,"7,692",2008
DE,,TN,TENNESSEE,147,263,"8,599",2008
DE,,CT,CONNECTICUT,116,186,"6,166",2008
DE,,CO,COLORADO,110,200,"5,418",2008
DE,,WA,WASHINGTON,107,181,"5,837",2008
DE,,IN,INDIANA,99,194,"5,358",2008
DE,,WV,WEST VIRGINIA,95,200,"4,447",2008
DE,,MI,MICHIGAN,93,177,"5,899",2008
DE,,NV,NEVADA,89,155,"4,299",2008
DE,,DC,DISTRICT OF COLUMBIA,85,116,"3,981",2008
DE,,KY,KENTUCKY,83,180,"4,044",2008
DE,,MO,MISSOURI,76,133,"5,857",2008
DE,,LA,LOUISIANA,70,126,"3,224",2008
DE,,AL,ALABAMA,65,128,"2,934",2008
DE,,HI,HAWAII,59,95,"1,768",2008
DE,,OR,OREGON,49,85,"2,529",2008
DE,,WI,WISCONSIN,49,102,"2,322",2008
DE,,IA,IOWA,47,95,"3,375",2008
DE,,MN,MINNESOTA,47,84,"2,825",2008
DE,,ME,MAINE,46,91,"2,242",2008
DE,,OK,OKLAHOMA,44,93,"1,806",2008
DE,,NH,NEW HAMPSHIRE,41,76,"4,100",2008
DE,,AR,ARKANSAS,40,76,"1,486",2008
DE,,MS,MISSISSIPPI,39,72,"1,506",2008
DE,,UT,UTAH,36,77,"1,387",2008
DE,,AK,ALASKA,35,71,"1,189",2008
DE,,KS,KANSAS,35,72,"1,484",2008
DE,,NM,NEW MEXICO,32,59,"1,169",2008
DE,,VT,VERMONT,28,50,869,2008
DE,,MT,MONTANA,24,46,668,2008
DE,,RI,RHODE ISLAND,23,28,"1,014",2008
DE,,ID,IDAHO,19,39,682,2008
DE,,SD,SOUTH DAKOTA,19,34,762,2008
DE,,NE,NEBRASKA,18,31,874,2008
DE,,WY,WYOMING,9,15,242,2008
DE,,ND,NORTH DAKOTA,5,9,80,2008
DC,,DC,DC Total Mig - US & For,"25,271","38,989","1,536,616",2008
DC,,DC,DC Total Mig - US,"24,574","37,902","1,487,994",2008
DC,,DC,DC Total Mig - Foreign,697,"1,087","48,622",2008
DC,,DC,DC Non-Migrants,"208,523","349,940","15,294,284",2008
DC,,MD,MARYLAND,"9,235","17,013","477,025",2008
DC,,VA,VIRGINIA,"4,550","6,601","319,716",2008
DC,,NY,NEW YORK,"1,785","2,074","120,770",2008
DC,,CA,CALIFORNIA,"1,393","1,729","94,038",2008
DC,,FR,Foreign,697,"1,087","48,622",2008
DC,,PA,PENNSYLVANIA,639,816,"39,246",2008
DC,,NC,NORTH CAROLINA,614,977,"30,459",2008
DC,,FL,FLORIDA,601,845,"49,089",2008
DC,,MA,MASSACHUSETTS,578,722,"36,858",2008
DC,,TX,TEXAS,571,829,"34,956",2008
DC,,IL,ILLINOIS,535,642,"37,078",2008
DC,,GA,GEORGIA,428,627,"23,411",2008
DC,,NJ,NEW JERSEY,340,436,"23,315",2008
DC,,WA,WASHINGTON,250,319,"16,003",2008
DC,,CO,COLORADO,233,312,"19,400",2008
DC,,OH,OHIO,220,290,"10,957",2008
DC,,CT,CONNECTICUT,195,247,"13,552",2008
DC,,MI,MICHIGAN,185,233,"9,598",2008
DC,,SC,SOUTH CAROLINA,180,279,"11,402",2008
DC,,TN,TENNESSEE,146,200,"8,971",2008
DC,,AZ,ARIZONA,138,210,"8,482",2008
DC,,MN,MINNESOTA,134,177,"7,917",2008
DC,,OR,OREGON,133,165,"6,993",2008
DC,,LA,LOUISIANA,125,168,"7,049",2008
DC,,MO,MISSOURI,97,127,"4,451",2008
DC,,IN,INDIANA,95,131,"4,821",2008
DC,,AL,ALABAMA,87,138,"5,384",2008
DC,,DE,DELAWARE,86,119,"7,327",2008
DC,,WV,WEST VIRGINIA,86,123,"4,837",2008
DC,,WI,WISCONSIN,84,110,"4,956",2008
DC,,NV,NEVADA,66,91,"3,456",2008
DC,,NM,NEW MEXICO,64,101,"8,112",2008
DC,,KY,KENTUCKY,59,87,"2,501",2008
DC,,HI,HAWAII,58,97,"3,926",2008
DC,,ME,MAINE,57,76,"3,550",2008
DC,,VT,VERMONT,57,80,"3,182",2008
DC,,RI,RHODE ISLAND,54,74,"2,792",2008
DC,,NH,NEW HAMPSHIRE,50,73,"2,894",2008
DC,,MS,MISSISSIPPI,49,87,"2,104",2008
DC,,KS,KANSAS,43,83,"2,564",2008
DC,,IA,IOWA,38,47,"1,872",2008
DC,,UT,UTAH,35,55,"1,817",2008
DC,,NE,NEBRASKA,32,45,"1,594",2008
DC,,OK,OKLAHOMA,31,49,"2,199",2008
DC,,AR,ARKANSAS,28,31,"1,012",2008
DC,,MT,MONTANA,25,40,"1,168",2008
DC,,AK,ALASKA,23,40,"1,133",2008
DC,,WY,WYOMING,19,28,"1,519",2008
DC,,ID,IDAHO,18,21,987,2008
DC,,SD,SOUTH DAKOTA,15,25,"1,015",2008
DC,,ND,NORTH DAKOTA,10,13,534,2008
FL,,FL,FL Total Mig - US & For,"246,296","452,746","10,538,762",2008
FL,,FL,FL Total Mig - US,"237,952","438,085","10,250,475",2008
FL,,FL,FL Total Mig - Foreign,"8,344","14,661","288,287",2008
FL,,FL,FL Non-Migrants,"6,746,979","13,564,536","379,061,075",2008
FL,,GA,GEORGIA,"26,014","51,894","1,104,322",2008
FL,,NY,NEW YORK,"19,466","32,177","687,823",2008
FL,,NC,NORTH CAROLINA,"17,252","33,934","789,244",2008
FL,,TX,TEXAS,"17,236","35,303","771,078",2008
FL,,CA,CALIFORNIA,"12,262","20,292","568,628",2008
FL,,TN,TENNESSEE,"10,394","20,808","463,235",2008
FL,,VA,VIRGINIA,"9,864","18,620","454,602",2008
FL,,PA,PENNSYLVANIA,"8,423","14,568","359,923",2008
FL,,OH,OHIO,"8,346","14,632","385,133",2008
FL,,FR,Foreign,"8,344","14,661","288,287",2008
FL,,AL,ALABAMA,"7,880","15,773","305,938",2008
FL,,SC,SOUTH CAROLINA,"7,776","15,096","348,869",2008
FL,,IL,ILLINOIS,"7,463","12,735","346,126",2008
FL,,NJ,NEW JERSEY,"7,199","12,364","318,800",2008
FL,,MA,MASSACHUSETTS,"6,358","10,507","258,777",2008
FL,,MI,MICHIGAN,"5,958","10,375","228,671",2008
FL,,IN,INDIANA,"4,925","8,860","186,579",2008
FL,,MD,MARYLAND,"4,900","8,525","235,246",2008
FL,,CO,COLORADO,"4,443","7,905","206,247",2008
FL,,KY,KENTUCKY,"3,873","7,292","145,274",2008
FL,,AZ,ARIZONA,"3,686","6,540","187,174",2008
FL,,WA,WASHINGTON,"3,393","6,206","151,859",2008
FL,,LA,LOUISIANA,"3,210","6,038","120,225",2008
FL,,MO,MISSOURI,"3,181","5,865","127,989",2008
FL,,CT,CONNECTICUT,"3,158","5,525","160,245",2008
FL,,NV,NEVADA,"2,603","4,379","112,514",2008
FL,,MS,MISSISSIPPI,"2,475","4,825","90,639",2008
FL,,WI,WISCONSIN,"2,414","4,237","115,665",2008
FL,,MN,MINNESOTA,"1,876","3,234","97,511",2008
FL,,OK,OKLAHOMA,"1,867","3,553","68,725",2008
FL,,AR,ARKANSAS,"1,702","3,391","87,070",2008
FL,,NH,NEW HAMPSHIRE,"1,563","2,628","64,258",2008
FL,,ME,MAINE,"1,531","2,619","60,418",2008
FL,,KS,KANSAS,"1,410","2,722","60,325",2008
FL,,WV,WEST VIRGINIA,"1,398","2,572","46,845",2008
FL,,OR,OREGON,"1,335","2,272","57,889",2008
FL,,HI,HAWAII,"1,218","2,222","45,854",2008
FL,,IA,IOWA,"1,197","2,153","46,575",2008
FL,,NM,NEW MEXICO,"1,156","2,106","49,891",2008
FL,,RI,RHODE ISLAND,"1,133","1,873","41,613",2008
FL,,UT,UTAH,"1,004","2,052","53,904",2008
FL,,DC,DISTRICT OF COLUMBIA,738,896,"35,539",2008
FL,,DE,DELAWARE,719,"1,252","35,840",2008
FL,,AK,ALASKA,691,"1,334","27,083",2008
FL,,VT,VERMONT,662,"1,079","26,785",2008
FL,,NE,NEBRASKA,659,"1,291","28,801",2008
FL,,ID,IDAHO,497,"1,006","20,981",2008
FL,,MT,MONTANA,455,834,"22,787",2008
FL,,WY,WYOMING,375,664,"18,752",2008
FL,,SD,SOUTH DAKOTA,353,589,"12,718",2008
FL,,ND,NORTH DAKOTA,261,468,"9,484",2008
GA,,GA,GA Total Mig - US & For,"110,175","220,209","5,201,270",2008
GA,,GA,GA Total Mig - US,"106,978","213,909","5,062,346",2008
GA,,GA,GA Total Mig - Foreign,"3,197","6,300","138,924",2008
GA,,GA,GA Non-Migrants,"3,141,948","7,071,562","178,282,560",2008
GA,,FL,FLORIDA,"16,539","31,899","839,928",2008
GA,,AL,ALABAMA,"7,933","16,756","324,991",2008
GA,,TX,TEXAS,"7,825","17,337","413,131",2008
GA,,NC,NORTH CAROLINA,"7,480","15,024","358,324",2008
GA,,SC,SOUTH CAROLINA,"6,912","13,645","327,586",2008
GA,,TN,TENNESSEE,"6,583","13,058","294,715",2008
GA,,CA,CALIFORNIA,"5,646","10,485","272,160",2008
GA,,NY,NEW YORK,"4,917","8,724","183,593",2008
GA,,VA,VIRGINIA,"4,325","8,641","221,584",2008
GA,,FR,Foreign,"3,197","6,300","138,924",2008
GA,,IL,ILLINOIS,"2,836","5,551","137,111",2008
GA,,LA,LOUISIANA,"2,771","5,933","86,205",2008
GA,,OH,OHIO,"2,563","5,110","101,905",2008
GA,,PA,PENNSYLVANIA,"2,245","4,255","111,471",2008
GA,,MD,MARYLAND,"2,093","4,024","122,606",2008
GA,,WA,WASHINGTON,"1,756","3,725","102,556",2008
GA,,NJ,NEW JERSEY,"1,703","3,309","89,404",2008
GA,,MS,MISSISSIPPI,"1,632","3,458","60,253",2008
GA,,MI,MICHIGAN,"1,606","3,161","59,937",2008
GA,,CO,COLORADO,"1,591","3,118","91,826",2008
GA,,KY,KENTUCKY,"1,568","3,432","69,671",2008
GA,,AZ,ARIZONA,"1,455","2,898","68,358",2008
GA,,IN,INDIANA,"1,432","2,893","56,884",2008
GA,,MO,MISSOURI,"1,225","2,615","53,798",2008
GA,,MA,MASSACHUSETTS,"1,207","2,104","79,752",2008
GA,,OK,OKLAHOMA,848,"1,844","31,722",2008
GA,,NV,NEVADA,839,"1,548","35,577",2008
GA,,KS,KANSAS,833,"1,920","38,734",2008
GA,,AR,ARKANSAS,792,"1,723","37,833",2008
GA,,CT,CONNECTICUT,757,"1,506","51,294",2008
GA,,MN,MINNESOTA,733,"1,501","44,001",2008
GA,,WI,WISCONSIN,721,"1,471","35,667",2008
GA,,OR,OREGON,564,"1,019","26,166",2008
GA,,HI,HAWAII,511,"1,108","19,369",2008
GA,,UT,UTAH,458,"1,090","21,696",2008
GA,,DC,DISTRICT OF COLUMBIA,429,562,"22,687",2008
GA,,IA,IOWA,425,922,"22,607",2008
GA,,WV,WEST VIRGINIA,411,802,"15,500",2008
GA,,NM,NEW MEXICO,391,819,"16,583",2008
GA,,AK,ALASKA,353,750,"12,759",2008
GA,,NE,NEBRASKA,301,670,"13,269",2008
GA,,DE,DELAWARE,250,462,"10,495",2008
GA,,ME,MAINE,237,458,"8,317",2008
GA,,NH,NEW HAMPSHIRE,219,433,"10,723",2008
GA,,MT,MONTANA,215,450,"11,060",2008
GA,,ID,IDAHO,203,455,"8,171",2008
GA,,RI,RHODE ISLAND,179,311,"6,175",2008
GA,,WY,WYOMING,153,312,"8,789",2008
GA,,SD,SOUTH DAKOTA,120,244,"17,515",2008
GA,,VT,VERMONT,99,188,"4,619",2008
GA,,ND,NORTH DAKOTA,94,186,"3,271",2008
HI,,HI,HI Total Mig - US & For,"25,806","51,114","1,099,394",2008
HI,,HI,HI Total Mig - US,"24,230","47,969","1,039,841",2008
HI,,HI,HI Total Mig - Foreign,"1,576","3,145","59,553",2008
HI,,HI,HI Non-Migrants,"495,681","1,002,939","27,232,139",2008
HI,,CA,CALIFORNIA,"5,303","9,312","227,880",2008
HI,,WA,WASHINGTON,"1,839","3,802","85,515",2008
HI,,TX,TEXAS,"1,802","4,064","80,605",2008
HI,,FR,Foreign,"1,576","3,145","59,553",2008
HI,,NV,NEVADA,"1,412","2,583","50,602",2008
HI,,FL,FLORIDA,"1,175","2,294","44,712",2008
HI,,VA,VIRGINIA,"1,133","2,863","64,503",2008
HI,,OR,OREGON,902,"1,543","34,280",2008
HI,,AZ,ARIZONA,836,"1,665","39,232",2008
HI,,CO,COLORADO,739,"1,399","35,149",2008
HI,,NY,NEW YORK,684,"1,072","23,370",2008
HI,,NC,NORTH CAROLINA,618,"1,397","26,561",2008
HI,,GA,GEORGIA,540,"1,247","22,419",2008
HI,,MD,MARYLAND,468,"1,055","25,558",2008
HI,,IL,ILLINOIS,462,896,"18,695",2008
HI,,UT,UTAH,411,934,"14,365",2008
HI,,PA,PENNSYLVANIA,364,674,"13,622",2008
HI,,OH,OHIO,345,676,"13,107",2008
HI,,MO,MISSOURI,305,641,"11,542",2008
HI,,MI,MICHIGAN,292,494,"11,038",2008
HI,,SC,SOUTH CAROLINA,288,622,"11,953",2008
HI,,TN,TENNESSEE,288,667,"12,888",2008
HI,,AK,ALASKA,283,605,"10,611",2008
HI,,MA,MASSACHUSETTS,258,415,"13,949",2008
HI,,AL,ALABAMA,243,608,"10,277",2008
HI,,OK,OKLAHOMA,227,559,"9,954",2008
HI,,NJ,NEW JERSEY,212,359,"12,588",2008
HI,,MN,MINNESOTA,209,351,"6,922",2008
HI,,NM,NEW MEXICO,207,392,"8,560",2008
HI,,WI,WISCONSIN,203,370,"7,404",2008
HI,,LA,LOUISIANA,200,415,"7,070",2008
HI,,IN,INDIANA,199,364,"6,806",2008
HI,,ID,IDAHO,179,367,"9,284",2008
HI,,KS,KANSAS,179,398,"7,078",2008
HI,,KY,KENTUCKY,159,353,"6,206",2008
HI,,CT,CONNECTICUT,136,263,"8,366",2008
HI,,IA,IOWA,129,231,"5,236",2008
HI,,AR,ARKANSAS,122,257,"4,436",2008
HI,,MS,MISSISSIPPI,121,290,"4,534",2008
HI,,MT,MONTANA,99,176,"3,598",2008
HI,,ME,MAINE,97,189,"4,022",2008
HI,,NE,NEBRASKA,90,183,"2,939",2008
HI,,WY,WYOMING,71,115,"3,431",2008
HI,,RI,RHODE ISLAND,62,168,"3,852",2008
HI,,NH,NEW HAMPSHIRE,59,97,"2,408",2008
HI,,DC,DISTRICT OF COLUMBIA,55,80,"2,943",2008
HI,,DE,DELAWARE,51,102,"2,917",2008
HI,,ND,NORTH DAKOTA,49,115,"1,977",2008
HI,,WV,WEST VIRGINIA,49,105,"1,766",2008
HI,,SD,SOUTH DAKOTA,46,95,"1,564",2008
HI,,VT,VERMONT,30,47,"1,545",2008
ID,,ID,ID Total Mig - US & For,"21,872","44,275","953,441",2008
ID,,ID,ID Total Mig - US,"21,451","43,453","937,600",2008
ID,,ID,ID Total Mig - Foreign,421,822,"15,840",2008
ID,,ID,ID Non-Migrants,"505,181","1,174,039","27,049,279",2008
ID,,WA,WASHINGTON,"4,213","7,939","161,352",2008
ID,,UT,UTAH,"2,485","5,520","121,337",2008
ID,,CA,CALIFORNIA,"2,337","4,397","100,454",2008
ID,,OR,OREGON,"1,986","3,837","71,301",2008
ID,,AZ,ARIZONA,960,"1,947","39,469",2008
ID,,NV,NEVADA,915,"1,808","34,753",2008
ID,,TX,TEXAS,912,"2,052","37,047",2008
ID,,MT,MONTANA,896,"1,773","34,631",2008
ID,,CO,COLORADO,764,"1,540","37,685",2008
ID,,WY,WYOMING,513,"1,157","22,434",2008
ID,,FL,FLORIDA,421,819,"42,891",2008
ID,,FR,Foreign,421,822,"15,840",2008
ID,,MN,MINNESOTA,326,802,"32,446",2008
ID,,AK,ALASKA,323,678,"14,404",2008
ID,,VA,VIRGINIA,323,746,"22,393",2008
ID,,IL,ILLINOIS,232,471,"10,723",2008
ID,,NY,NEW YORK,225,412,"8,588",2008
ID,,MO,MISSOURI,215,463,"7,813",2008
ID,,NC,NORTH CAROLINA,215,477,"10,054",2008
ID,,NM,NEW MEXICO,211,424,"9,401",2008
ID,,OH,OHIO,205,465,"8,744",2008
ID,,HI,HAWAII,175,318,"5,842",2008
ID,,WI,WISCONSIN,171,353,"7,172",2008
ID,,GA,GEORGIA,170,378,"6,183",2008
ID,,TN,TENNESSEE,164,324,"7,286",2008
ID,,OK,OKLAHOMA,155,335,"4,258",2008
ID,,PA,PENNSYLVANIA,155,339,"7,394",2008
ID,,MI,MICHIGAN,153,331,"6,311",2008
ID,,KS,KANSAS,137,307,"4,729",2008
ID,,SC,SOUTH CAROLINA,129,298,"7,133",2008
ID,,IA,IOWA,122,277,"4,618",2008
ID,,NE,NEBRASKA,118,236,"3,036",2008
ID,,IN,INDIANA,108,217,"3,396",2008
ID,,MD,MARYLAND,96,175,"3,567",2008
ID,,SD,SOUTH DAKOTA,95,208,"4,763",2008
ID,,MA,MASSACHUSETTS,94,144,"5,157",2008
ID,,AR,ARKANSAS,91,197,"2,747",2008
ID,,ND,NORTH DAKOTA,83,170,"3,126",2008
ID,,AL,ALABAMA,82,184,"3,541",2008
ID,,LA,LOUISIANA,79,144,"3,072",2008
ID,,KY,KENTUCKY,75,182,"1,833",2008
ID,,MS,MISSISSIPPI,54,110,"2,220",2008
ID,,NJ,NEW JERSEY,54,95,"2,300",2008
ID,,CT,CONNECTICUT,43,83,"2,179",2008
ID,,ME,MAINE,33,68,"2,200",2008
ID,,WV,WEST VIRGINIA,32,68,"1,100",2008
ID,,DC,DISTRICT OF COLUMBIA,30,32,"1,193",2008
ID,,NH,NEW HAMPSHIRE,29,61,"1,666",2008
ID,,VT,VERMONT,25,45,994,2008
ID,,RI,RHODE ISLAND,12,30,394,2008
ID,,DE,DELAWARE,10,17,274,2008
IL,,IL,IL Total Mig - US & For,"122,724","223,922","7,011,952",2008
IL,,IL,IL Total Mig - US,"119,375","218,270","6,796,652",2008
IL,,IL,IL Total Mig - Foreign,"3,349","5,652","215,300",2008
IL,,IL,IL Non-Migrants,"4,794,976","10,476,554","315,076,125",2008
IL,,IN,INDIANA,"10,945","22,523","480,747",2008
IL,,CA,CALIFORNIA,"9,719","15,934","604,144",2008
IL,,WI,WISCONSIN,"8,698","16,535","435,696",2008
IL,,FL,FLORIDA,"8,187","14,293","724,355",2008
IL,,MO,MISSOURI,"8,075","13,987","343,508",2008
IL,,TX,TEXAS,"8,069","16,886","460,363",2008
IL,,IA,IOWA,"5,232","9,590","203,832",2008
IL,,MI,MICHIGAN,"4,498","7,823","240,986",2008
IL,,AZ,ARIZONA,"4,455","7,771","268,246",2008
IL,,NY,NEW YORK,"4,111","5,868","274,910",2008
IL,,GA,GEORGIA,"3,456","6,855","197,482",2008
IL,,FR,Foreign,"3,349","5,652","215,300",2008
IL,,OH,OHIO,"3,228","6,035","197,972",2008
IL,,CO,COLORADO,"3,027","5,080","191,821",2008
IL,,TN,TENNESSEE,"2,897","5,569","143,298",2008
IL,,NC,NORTH CAROLINA,"2,695","5,095","181,585",2008
IL,,MN,MINNESOTA,"2,686","4,937","155,962",2008
IL,,VA,VIRGINIA,"2,595","4,796","148,148",2008
IL,,WA,WASHINGTON,"2,055","3,644","127,873",2008
IL,,KY,KENTUCKY,"1,999","3,880","86,793",2008
IL,,PA,PENNSYLVANIA,"1,971","3,664","138,983",2008
IL,,NV,NEVADA,"1,817","3,162","86,182",2008
IL,,NJ,NEW JERSEY,"1,611","2,871","124,501",2008
IL,,MA,MASSACHUSETTS,"1,509","2,341","105,081",2008
IL,,MD,MARYLAND,"1,226","2,083","76,542",2008
IL,,SC,SOUTH CAROLINA,"1,211","2,326","78,266",2008
IL,,AR,ARKANSAS,"1,189","2,325","47,465",2008
IL,,KS,KANSAS,"1,175","2,383","67,188",2008
IL,,AL,ALABAMA,"1,146","2,252","46,266",2008
IL,,MS,MISSISSIPPI,"1,044","2,067","38,133",2008
IL,,OR,OREGON,975,"1,532","46,628",2008
IL,,OK,OKLAHOMA,868,"1,726","37,349",2008
IL,,LA,LOUISIANA,833,"1,531","31,056",2008
IL,,CT,CONNECTICUT,774,"1,401","105,299",2008
IL,,NE,NEBRASKA,672,"1,348","39,962",2008
IL,,NM,NEW MEXICO,630,"1,122","30,995",2008
IL,,DC,DISTRICT OF COLUMBIA,599,702,"32,148",2008
IL,,HI,HAWAII,553,989,"22,613",2008
IL,,UT,UTAH,517,"1,094","25,199",2008
IL,,AK,ALASKA,292,521,"10,609",2008
IL,,MT,MONTANA,285,466,"12,713",2008
IL,,ID,IDAHO,266,502,"13,941",2008
IL,,SD,SOUTH DAKOTA,224,400,"13,382",2008
IL,,WY,WYOMING,215,374,"26,894",2008
IL,,NH,NEW HAMPSHIRE,200,370,"17,095",2008
IL,,WV,WEST VIRGINIA,183,349,"8,216",2008
IL,,DE,DELAWARE,177,292,"9,084",2008
IL,,ME,MAINE,167,266,"8,757",2008
IL,,RI,RHODE ISLAND,160,265,"12,175",2008
IL,,ND,NORTH DAKOTA,154,272,"6,357",2008
IL,,VT,VERMONT,105,173,"9,854",2008
IN,,IN,IN Total Mig - US & For,"62,389","116,700","2,967,816",2008
IN,,IN,IN Total Mig - US,"61,378","115,025","2,935,129",2008
IN,,IN,IN Total Mig - Foreign,"1,011","1,675","32,687",2008
IN,,IN,IN Non-Migrants,"2,419,663","5,311,303","130,951,550",2008
IN,,IL,ILLINOIS,"8,965","16,126","388,705",2008
IN,,FL,FLORIDA,"5,465","9,572","396,303",2008
IN,,KY,KENTUCKY,"5,412","10,004","190,878",2008
IN,,OH,OHIO,"4,746","8,882","197,337",2008
IN,,MI,MICHIGAN,"3,721","7,423","185,137",2008
IN,,TX,TEXAS,"3,510","7,288","156,615",2008
IN,,CA,CALIFORNIA,"3,015","5,221","131,148",2008
IN,,TN,TENNESSEE,"2,375","4,546","101,606",2008
IN,,GA,GEORGIA,"1,823","3,635","86,812",2008
IN,,NC,NORTH CAROLINA,"1,809","3,563","86,696",2008
IN,,AZ,ARIZONA,"1,652","2,979","83,021",2008
IN,,MO,MISSOURI,"1,334","2,596","61,787",2008
IN,,VA,VIRGINIA,"1,303","2,419","60,371",2008
IN,,NY,NEW YORK,"1,295","2,187","52,832",2008
IN,,WI,WISCONSIN,"1,131","2,268","52,677",2008
IN,,CO,COLORADO,"1,101","1,864","48,768",2008
IN,,SC,SOUTH CAROLINA,"1,044","2,066","56,621",2008
IN,,PA,PENNSYLVANIA,"1,016","1,894","55,649",2008
IN,,FR,Foreign,"1,011","1,675","32,687",2008
IN,,WA,WASHINGTON,848,"1,508","33,685",2008
IN,,AL,ALABAMA,752,"1,564","76,067",2008
IN,,MN,MINNESOTA,737,"1,466","38,622",2008
IN,,NV,NEVADA,602,"1,062","26,828",2008
IN,,IA,IOWA,590,"1,302","29,814",2008
IN,,MD,MARYLAND,520,909,"23,858",2008
IN,,AR,ARKANSAS,505,"1,029","18,928",2008
IN,,LA,LOUISIANA,497,972,"18,787",2008
IN,,OK,OKLAHOMA,494,999,"17,416",2008
IN,,KS,KANSAS,483,987,"21,377",2008
IN,,NJ,NEW JERSEY,474,893,"34,908",2008
IN,,MA,MASSACHUSETTS,469,760,"40,323",2008
IN,,MS,MISSISSIPPI,453,954,"17,754",2008
IN,,OR,OREGON,413,706,"16,306",2008
IN,,UT,UTAH,277,624,"14,125",2008
IN,,NM,NEW MEXICO,270,517,"14,438",2008
IN,,WV,WEST VIRGINIA,266,548,"10,120",2008
IN,,CT,CONNECTICUT,246,420,"13,636",2008
IN,,HI,HAWAII,236,433,"8,124",2008
IN,,NE,NEBRASKA,193,440,"8,388",2008
IN,,DC,DISTRICT OF COLUMBIA,186,211,"7,927",2008
IN,,AK,ALASKA,176,330,"6,777",2008
IN,,MT,MONTANA,136,272,"5,371",2008
IN,,ID,IDAHO,131,288,"5,290",2008
IN,,WY,WYOMING,122,243,"5,040",2008
IN,,SD,SOUTH DAKOTA,121,229,"6,105",2008
IN,,NH,NEW HAMPSHIRE,110,193,"6,104",2008
IN,,ND,NORTH DAKOTA,90,158,"3,896",2008
IN,,ME,MAINE,89,157,"3,994",2008
IN,,DE,DELAWARE,70,122,"3,397",2008
IN,,RI,RHODE ISLAND,57,104,"2,585",2008
IN,,VT,VERMONT,48,92,"2,176",2008
IA,,IA,IA Total Mig - US & For,"32,342","58,497","1,463,972",2008
IA,,IA,IA Total Mig - US,"31,879","57,711","1,445,614",2008
IA,,IA,IA Total Mig - Foreign,463,786,"18,358",2008
IA,,IA,IA Non-Migrants,"1,141,025","2,473,703","64,688,372",2008
IA,,IL,ILLINOIS,"4,285","7,428","166,189",2008
IA,,NE,NEBRASKA,"3,234","5,915","114,207",2008
IA,,MN,MINNESOTA,"2,525","4,367","115,195",2008
IA,,MO,MISSOURI,"1,982","3,726","85,358",2008
IA,,TX,TEXAS,"1,919","3,854","88,629",2008
IA,,CA,CALIFORNIA,"1,686","2,852","63,382",2008
IA,,WI,WISCONSIN,"1,441","2,699","69,900",2008
IA,,CO,COLORADO,"1,333","2,152","54,173",2008
IA,,FL,FLORIDA,"1,195","2,098","94,901",2008
IA,,SD,SOUTH DAKOTA,"1,167","2,082","62,267",2008
IA,,AZ,ARIZONA,"1,080","1,809","64,650",2008
IA,,KS,KANSAS,884,"1,650","41,831",2008
IA,,NC,NORTH CAROLINA,568,"1,044","30,830",2008
IA,,IN,INDIANA,548,"1,100","32,481",2008
IA,,WA,WASHINGTON,514,944,"21,339",2008
IA,,OH,OHIO,510,981,"26,030",2008
IA,,NY,NEW YORK,483,768,"17,762",2008
IA,,MI,MICHIGAN,469,933,"23,241",2008
IA,,FR,Foreign,463,786,"18,358",2008
IA,,GA,GEORGIA,449,818,"19,687",2008
IA,,TN,TENNESSEE,433,867,"19,973",2008
IA,,VA,VIRGINIA,411,723,"19,905",2008
IA,,OR,OREGON,346,563,"17,145",2008
IA,,OK,OKLAHOMA,339,691,"14,687",2008
IA,,PA,PENNSYLVANIA,331,625,"16,784",2008
IA,,NV,NEVADA,320,540,"12,580",2008
IA,,AR,ARKANSAS,313,654,"13,090",2008
IA,,SC,SOUTH CAROLINA,265,515,"12,805",2008
IA,,KY,KENTUCKY,248,517,"10,643",2008
IA,,MD,MARYLAND,224,380,"10,488",2008
