State,agi_stub,N1,    MARS1,    MARS2,    MARS4,    PREP,N2,NUMDEP,A00100,    N02650,        A02650,    N00200,        A00200,    N00300,        A00300,    N00600,        A00600,    N00650,        A00650,    N00700,        A00700,N00900,        A00900,    N01000,        A01000,N01400,        A01400,    N01700,        A01700,    SCHF,    N02300,        A02300,    N02500,        A02500,    N26270,        A26270,N02900,    A02900,    N03220,        A03220,    N03300,        A03300,    N03270,        A03270,    N03150,        A03150,    N03210,        A03210,    N03230,        A03230,    N03240,        A03240,N04470,    A04470,    N18425,        A18425,    N18450,        A18450,    N18500,        A18500,    N18300,        A18300,    N19300,        A19300,    N19700,        A19700,N04800,    A04800,N05800,    A05800,N09600,        A09600,N07100,    A07100,    N07300,        A07300,    N07180,        A07180,    N07230,        A07230,    N07240,        A07240,    N07220,        A07220,    N07260,        A07260,N09400,    A09400,N10600,    A10600,    N59660,    A59660,N59720,        A59720,    N11070,        A11070,    N10960,        A10960,N06500,    A06500,N10300,    A10300,    N85530,    A85530,    N85300,    A85300,N11901,    A11901,N11902,    A11902
TN,6 ,"222,010","34,570","174,550","10,320","118,040","572,390","175,900","19,180,536","222,010","19,402,126","196,110","14,737,774","97,120","100,481","51,400","173,748","46,790","117,927","5,560","4,471","41,330","585,490","44,250","197,086","30,950","542,236","65,790","1,790,205","8,380","9,190","39,472","50,280","985,583","12,400","159,646","73,580","221,590","13,890","3,770","1,240","14,156","7,550","41,927","6,360","29,999","26,960","30,637","1,730","3,854",630,"2,273","93,910","1,839,952","7,970","28,513","77,380","172,730","86,430","182,419","93,220","391,096","78,160","591,396","80,800","421,852","221,630","13,629,214","221,200","1,971,332",680,"1,483","103,850","173,375","13,040","2,012","20,180","11,016","24,740","32,200",0,0,"73,030","121,252","10,100","3,398","32,160","117,406","219,610","2,325,631",0,0,0,0,"1,390","2,111","17,440","16,136","219,670","1,797,955","220,340","1,935,705",100,109,10,12,"54,480","170,989","161,980","540,030"
TN,7 ,"249,300","25,290","215,270","6,840","138,580","686,120","221,660","33,073,044","249,300","33,573,873","221,720","24,643,978","141,010","210,650","89,130","457,549","82,900","324,951","11,060","11,573","55,710","1,515,886","79,820","655,388","39,300","1,044,625","76,300","2,757,409","10,020","7,540","35,583","52,390","1,190,508","27,720","714,759","97,350","500,829","16,220","4,303","4,890","78,425","14,360","98,908","8,750","48,636","26,740","27,353","7,370","15,815","1,680","8,441","154,360","3,570,221","16,260","87,621","128,520","372,924","146,140","415,971","153,800","890,615","131,180","1,189,219","140,450","957,872","249,090","25,700,134","248,820","4,480,914","3,670","10,116","115,490","152,209","28,430","9,676","25,060","13,942","26,180","36,857",0,0,"56,460","76,738","12,990","5,067","46,670","271,853","246,810","4,826,305",0,0,0,0,340,562,"23,830","22,641","248,320","4,328,715","248,650","4,640,405","1,590",643,530,312,"92,660","491,499","146,450","604,727"
TN,8 ,"62,670","5,720","55,090","1,350","44,730","181,360","63,630","17,921,914","62,670","18,391,513","53,830","11,650,488","48,280","174,073","38,080","461,392","36,280","342,489","3,720","6,728","19,660","1,655,362","37,800","913,993","10,240","465,442","15,670","779,058","3,070",870,"4,638","11,570","293,757","20,450","1,590,847","27,650","469,600","1,680",415,"5,930","168,213","9,730","89,140","1,730","15,936",0,0,0,0,"1,660","16,693","52,980","1,897,466","8,150","93,171","43,270","186,199","50,540","254,563","52,910","538,737","42,630","543,903","50,120","610,329","62,630","15,366,247","62,620","3,611,075","17,360","60,884","25,390","43,625","17,390","27,802","4,910","2,711",0,0,0,0,30,28,"2,850","2,301","21,260","223,985","61,880","3,696,342",0,0,0,0,0,0,0,0,"62,610","3,567,536","62,630","3,862,472","29,140","23,481","29,220","30,456","31,930","500,902","23,480","209,590"
TN,9 ,"10,240",920,"9,030",190,"8,920","31,090","11,840","6,884,576","10,240","7,063,213","8,450","3,919,450","9,410","92,781","7,860","230,492","7,580","172,828",740,"3,165","3,780","639,213","8,210","622,031","1,330","72,249","1,630","80,115",630,50,297,"1,550","41,849","6,170","1,156,825","6,080","178,637",100,25,"1,830","72,768","2,580","27,592",320,"3,432",0,0,0,0,670,"12,903","8,290","508,857","2,310","51,119","5,890","31,780","7,930","72,420","8,290","156,624","6,060","116,477","8,020","231,968","10,240","6,350,308","10,240","1,887,882","1,800","22,249","5,970","29,824","4,830","18,870",530,318,0,0,0,0,0,0,340,644,"4,950","74,598","10,130","1,847,036",0,0,0,0,0,0,0,0,"10,240","1,858,155","10,240","1,997,312","8,470","28,133","8,630","34,065","6,020","283,339","2,250","56,492"
TN,10 ,"4,380",450,"3,760",100,"4,100","12,610","4,480","12,533,355","4,380","12,688,573","3,590","5,164,539","4,250","358,970","3,790","734,586","3,710","555,779",790,"18,304","1,640","661,077","3,940","2,730,670",570,"35,901",760,"45,539",330,10,59,790,"22,413","3,260","2,395,481","2,810","155,218",20,5,670,"30,904","1,200","13,235",140,"1,437",0,0,0,0,610,"63,639","3,240","962,964","1,760","212,800","1,470","12,549","3,060","62,072","3,230","289,465","1,830","42,756","3,160","622,437","4,370","11,558,528","4,380","3,820,190",480,"23,743","3,060","105,148","2,730","73,571",120,76,0,0,0,0,0,0,100,769,"2,210","60,568","4,340","4,053,160",0,0,0,0,0,0,0,0,"4,380","3,775,941","4,380","3,956,994","3,470","48,168","3,940","123,241","2,230","404,929",990,"357,244"
TX,0 ,"11,888,890","5,248,800","4,381,810","2,095,330","5,992,430","24,839,220","9,302,800","737,452,938","11,847,230","747,052,561","10,133,830","535,904,111","2,676,450","7,661,651","1,630,380","15,163,748","1,492,220","11,516,791","95,140","208,253","2,268,490","28,637,987","1,506,420","42,346,739","808,330","14,457,778","1,797,330","38,773,999","235,380","495,360","2,902,838","1,104,150","14,527,723","569,640","38,904,695","3,073,550","9,599,623","363,610","94,228","60,250","1,444,230","252,440","1,587,577","167,660","811,637","805,220","810,627","142,840","322,377","40,360","841,180","2,758,040","68,582,849","159,070","1,513,082","2,196,680","4,541,438","2,301,100","12,922,848","2,680,920","19,447,391","2,022,050","16,046,377","2,164,710","16,402,192","8,714,910","535,145,147","8,667,680","111,654,349","202,530","961,078","3,805,910","5,816,530","477,530","1,645,265","541,770","312,530","831,330","821,233","605,300","101,442","2,084,640","2,488,766","210,750","95,293","1,707,580","4,905,565","11,330,880","136,826,232","2,813,110","7,314,092","2,496,680","6,307,970","2,182,860","3,015,450","908,210","791,580","7,509,730","106,519,860","8,456,370","113,869,980","243,840","505,258","264,580","1,745,371","1,981,400","12,413,901","9,401,840","31,846,501"
TX,1 ,"155,050","96,190","48,080","6,500","94,000","229,890","40,100","-17,409,861","113,390","-17,265,106","35,730","1,290,539","46,470","449,123","30,520","403,950","27,430","278,752",580,"3,814","59,770","-1,268,968","43,540","1,034,123","9,200","135,037","14,420","195,581","16,290","1,630","11,096",240,"1,842","25,850","-7,855,605","33,990","144,755",790,188,290,"4,883","7,350","36,624",890,"4,565","5,670","6,655","6,410","22,254",500,"9,565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,"17,946",550,"17,745",320,628,10,[20],10,4,60,69,70,73,160,219,10,81,"18,140","45,407","69,190","466,008","13,270","14,073","8,610","8,920","5,860","9,155","15,390","14,550",530,"17,314","21,950","71,994",840,"1,740",90,686,"12,420","28,681","58,750","346,588"
TX,2 ,"1,820,800","1,434,660","148,510","220,680","813,320","1,911,300","522,120","9,809,376","1,820,800","10,111,597","1,411,530","7,900,247","171,370","107,795","101,630","133,259","90,260","79,021","1,740","1,254","349,540","1,415,456","90,220","32,338","47,640","193,905","109,280","504,512","12,670","35,040","120,731","2,740","11,470","16,830","-56,389","351,530","302,222","4,380",947,470,"1,674","13,550","45,084","2,750","8,634","26,510","22,611","25,740","71,165",700,349,"49,140","784,084","1,880","4,594","33,400","28,007","31,130","115,816","43,660","155,901","22,890","148,398","27,120","40,186","183,710","331,509","172,800","33,931",90,621,"8,330",873,"5,100",174,20,4,"2,030",538,130,22,80,28,70,13,"295,070","242,797","1,599,290","1,814,961","673,200","897,873","593,180","755,127","251,090","179,226","126,820","112,127","169,930","33,060","478,530","289,158",100,119,50,213,"172,190","81,572","1,494,300","1,610,342"
TX,3 ,"2,952,710","1,528,770","497,740","890,820","1,542,440","5,834,130","2,512,270","50,378,201","2,952,710","51,177,140","2,444,670","40,543,919","270,210","234,733","135,050","294,738","119,050","176,803","4,580","3,250","622,460","5,011,162","116,790","168,548","109,850","786,205","297,100","3,017,942","23,350","149,830","868,107","116,850","203,735","31,130","9,623","668,380","798,938","24,010","5,538","1,150","6,309","24,410","91,326","12,880","38,897","104,090","90,124","20,060","45,690","1,270","1,169","160,300","2,519,059","7,130","13,425","115,470","123,913","97,140","326,105","145,660","493,420","74,960","452,653","98,770","258,847","1,727,540","10,621,370","1,709,070","1,121,608",580,"1,308","610,410","217,276","14,580","1,005","41,940","14,435","200,090","108,017","180,120","28,267","198,540","61,721","8,110","2,310","510,420","880,547","2,818,030","10,113,035","1,346,440","4,816,620","1,242,420","4,210,642","1,133,600","1,621,678","262,710","226,348","1,287,790","904,335","1,730,380","1,811,246",240,391,50,310,"240,180","269,875","2,645,660","8,580,761"
TX,4 ,"2,833,660","1,250,500","864,400","662,580","1,388,580","6,178,700","2,490,560","102,155,784","2,833,660","103,294,653","2,540,350","87,753,157","421,050","373,361","212,150","538,495","189,320","341,264","10,540","7,235","407,170","3,093,652","184,100","385,812","155,410","1,540,557","403,770","6,416,200","37,220","142,130","894,568","311,940","1,927,754","55,320","259,469","641,340","1,138,869","97,730","23,697","2,980","21,921","36,940","164,487","36,750","132,355","252,110","257,734","20,530","44,052","2,590","3,972","477,610","7,890,544","22,580","43,018","352,220","425,913","323,050","1,072,807","448,000","1,631,384","281,680","1,650,038","325,580","1,035,051","2,688,230","50,276,302","2,676,290","6,154,850",590,"1,770","1,285,320","1,161,883","44,600","6,476","151,050","90,870","265,180","255,215","357,570","62,753","798,960","719,637","42,990","16,429","269,900","666,414","2,772,970","12,565,395","774,990","1,584,671","648,480","1,332,635","697,450","1,078,507","208,590","176,295","2,041,630","4,992,983","2,187,600","5,728,054",480,679,120,595,"353,100","611,342","2,445,480","7,392,838"
TX,5 ,"1,469,880","519,260","732,830","191,020","729,680","3,410,420","1,208,890","90,149,376","1,469,880","91,103,792","1,309,220","73,758,330","395,240","414,071","213,770","694,776","192,540","453,834","13,620","10,972","241,960","2,313,352","188,930","597,426","137,810","1,888,196","312,870","6,929,745","35,150","72,050","427,012","232,930","3,260,422","57,910","501,923","428,480","954,416","70,500","18,076","3,810","36,508","32,290","160,354","32,310","137,708","175,530","172,930","21,670","44,017","3,060","5,819","488,740","9,021,006","25,320","63,893","376,700","551,832","390,460","1,437,624","473,720","2,142,436","348,870","2,164,102","362,210","1,344,378","1,462,160","58,287,202","1,458,580","8,250,325","3,610","5,350","658,730","1,025,551","57,090","13,870","90,980","52,449","138,510","165,658","67,410","10,328","468,340","745,371","45,040","19,287","163,670","470,417","1,445,800","10,670,225","5,210",854,"4,000",646,"84,580","112,220","106,540","92,681","1,372,200","7,224,776","1,395,010","7,996,333",450,528,140,332,"297,970","747,153","1,144,430","3,552,945"
TX,6 ,"921,020","203,830","639,450","66,830","453,940","2,366,740","806,740","79,773,929","921,020","80,594,349","824,830","63,880,947","342,310","388,943","197,180","722,656","179,380","491,425","13,650","12,720","173,830","2,112,293","175,760","756,055","111,870","2,057,725","232,350","6,238,335","30,730","41,130","245,513","163,920","3,018,063","56,960","669,382","290,660","820,420","61,710","17,799","4,400","52,104","26,540","146,769","25,550","124,645","104,610","122,820","8,620","17,333","3,180","8,141","407,920","8,262,325","22,600","76,654","326,200","580,172","357,590","1,531,719","401,350","2,258,731","323,030","2,244,610","322,780","1,400,946","919,180","56,660,663","917,370","8,493,347","7,150","12,009","440,530","773,956","56,170","19,072","82,120","49,381","99,870","121,173",0,0,"320,670","551,631","36,700","15,620","120,760","405,575","909,410","10,082,908",0,0,0,0,"8,450","11,795","72,090","63,046","908,100","7,719,456","911,540","8,206,783",560,712,160,717,"218,540","710,016","679,590","2,484,347"
TX,7 ,"1,264,070","166,930","1,042,200","46,140","645,290","3,534,270","1,228,410","170,606,953","1,264,070","172,541,188","1,151,540","134,696,458","655,940","951,733","434,570","2,139,397","402,890","1,531,859","31,360","40,594","278,350","5,713,948","400,150","2,955,142","171,660","4,780,446","331,100","11,031,658","50,980","45,090","279,527","204,800","4,374,346","146,650","3,346,710","473,760","1,934,235","91,650","24,787","16,800","282,244","54,450","364,181","43,700","243,172","136,700","137,752","39,820","77,866","9,550","39,625","790,700","18,705,472","45,530","241,735","663,370","1,564,270","737,680","4,181,277","785,740","6,100,138","668,240","5,528,869","678,230","3,744,301","1,262,790","132,768,723","1,261,610","23,666,162","32,520","78,607","590,020","846,532","144,000","113,817","136,890","82,739","125,610","170,562",0,0,"297,730","410,039","59,800","26,539","202,190","940,264","1,250,650","25,418,925",0,0,0,0,"** 1,850","** 2,868","116,090","106,533","1,258,570","22,819,652","1,260,130","23,963,352","9,530","3,526","3,330","2,712","446,280","2,347,244","769,030","3,413,292"
TX,8 ,"377,840","38,510","328,070","8,760","244,460","1,100,780","395,040","108,077,684","377,840","109,808,813","337,480","75,131,492","286,190","1,019,431","229,810","2,555,630","218,390","1,908,523","13,260","31,517","104,490","6,239,946","228,130","4,963,438","53,480","2,469,851","81,670","3,710,882","20,700","7,840","51,887","56,190","1,355,869","117,950","8,449,756","136,830","1,731,129","12,000","2,990","20,520","586,891","39,010","364,885","9,730","90,311",0,0,0,0,"10,150","93,455","313,450","10,860,549","22,960","286,406","271,910","951,678","297,750","2,761,352","312,740","4,039,983","254,620","2,918,661","283,350","2,739,021","377,530","93,059,294","377,510","22,140,271","142,450","477,956","154,430","468,154","107,150","397,451","34,640","19,980",0,0,0,0,150,120,"15,730","9,756","93,050","752,728","372,720","22,052,931",0,0,0,0,**,**,0,0,"377,200","21,672,834","377,430","22,860,891","166,930","128,919","178,770","201,879","191,560","2,927,653","144,930","1,311,452"
TX,9 ,"62,000","6,470","53,640","1,330","51,620","182,770","67,180","41,875,372","62,000","42,599,646","52,550","23,071,035","56,770","599,597","48,360","1,461,247","46,490","1,110,086","2,690","15,737","19,800","2,119,313","50,050","3,636,214","7,650","386,509","9,910","458,681","4,880",500,"3,613","9,190","233,029","36,570","7,892,040","30,180","724,274",690,171,"6,520","279,123","11,220","129,829","2,050","20,532",0,0,0,0,"4,370","93,449","47,680","2,997,256","5,880","162,242","40,420","167,322","45,180","763,950","47,570","1,105,526","34,750","625,922","44,900","1,121,453","61,940","38,718,924","61,960","11,590,351","11,640","139,886","36,530","439,125","29,840","391,015","3,320","2,110",0,0,0,0,0,0,"1,710","2,236","21,530","252,958","61,240","11,145,325",0,0,0,0,0,0,0,0,"61,940","11,152,225","61,960","11,819,392","43,730","137,218","52,960","258,476","34,520","1,740,819","12,860","379,734"
TX,10 ,"31,870","3,690","26,890",660,"29,090","90,220","31,490","102,036,124","31,870","103,086,490","25,930","27,877,987","30,900","3,122,862","27,360","6,219,599","26,470","5,145,224","3,130","81,161","11,110","1,887,833","28,750","27,817,643","3,760","219,346","4,850","270,463","3,410",120,783,"5,350","141,194","24,480","25,687,787","18,410","1,050,366",150,36,"3,320","172,573","6,670","84,039","1,070","10,818",0,0,0,0,"4,990","585,635","22,530","7,542,553","5,190","621,115","17,000","148,332","21,120","732,198","22,490","1,519,872","13,020","313,124","21,770","4,718,009","31,830","94,421,160","31,850","30,185,558","3,360","225,826","21,290","882,552","19,000","702,384",820,558,0,0,0,0,0,0,600,"3,022","12,850","248,457","31,590","32,496,520",0,0,0,0,0,0,0,0,"31,850","29,983,223","31,860","31,122,776","21,000","231,426","28,920","1,279,452","14,640","2,949,547","6,830","2,774,200"
UT,0 ,"1,196,460","489,450","558,540","128,560","606,870","2,783,440","1,117,300","68,993,676","1,193,730","69,977,087","1,042,490","51,410,733","383,920","686,682","171,110","986,786","153,170","705,427","206,880","170,995","183,400","1,519,046","168,700","3,351,324","87,280","1,316,258","193,610","4,549,694","13,610","55,180","246,569","125,870","1,648,985","110,010","5,349,395","304,510","983,411","26,130","6,310","3,580","78,625","29,900","197,038","20,340","95,170","97,200","85,797","19,480","41,515","8,090","105,780","431,760","10,760,303","388,750","2,302,916","37,040","51,543","389,040","879,702","430,480","3,285,967","344,830","2,910,194","377,340","3,256,367","915,590","44,865,261","910,130","8,312,312","21,210","119,677","444,040","655,218","39,070","65,550","35,610","17,931","107,800","103,032","75,090","12,707","269,700","410,902","32,060","12,016","137,200","314,271","1,139,230","9,932,552","206,900","473,565","182,980","421,145","200,940","331,304","101,100","84,659","775,820","7,684,214","844,390","8,148,207","14,100","26,907","18,350","96,306","218,470","1,098,387","928,840","2,629,712"
UT,1 ,"15,740","7,670","6,880",580,"10,890","29,460","7,980","-1,874,867","13,010","-1,853,696","5,260","161,304","6,450","36,888","3,600","25,898","3,200","17,302",840,"2,941","5,390","-83,141","5,770","118,630","1,140","17,675","1,930","28,433",900,270,"1,508",20,133,"5,120","-312,099","4,340","21,171",50,12,20,593,910,"5,453",80,410,580,596,940,"3,289",30,"1,762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"1,448",90,"1,445",60,119,[19],[20],**,**,10,21,20,19,30,49,[19],9,"2,310","5,910","7,660","38,276","2,040","3,211","1,550","2,322","1,470","2,915","1,130",995,80,"1,329","2,680","7,951",70,96,[19],4,"1,390","4,543","6,540","29,843"
UT,2 ,"177,000","147,510","13,950","13,140","73,340","158,020","38,670","922,150","177,000","949,465","149,080","805,262","25,960","10,833","11,370","13,123","10,000","7,430","1,510",815,"19,420","56,231","10,900","6,055","4,680","19,539","10,450","49,807",630,"3,620","9,708",360,"1,757","4,620","-4,293","22,790","27,315",290,55,30,99,"1,300","4,637",270,712,"3,080","2,085","3,750","10,539",140,106,"5,860","86,298","1,930","3,925","2,840","2,198","3,980","8,380","5,570","14,933","3,160","25,179","3,900","7,149","22,780","40,327","21,650","4,133",20,12,940,80,580,14,**,**,250,55,20,2,10,2,[19],[20],"15,590","10,884","155,550","128,075","47,310","54,585","43,320","49,316","16,620","10,908","12,360","10,128","21,330","4,054","38,020","15,531",10,6,[19],14,"12,360","5,023","148,220","117,114"
UT,3 ,"254,670","151,250","49,780","48,780","123,990","458,510","168,960","4,398,222","254,670","4,460,459","217,780","3,616,410","40,520","27,326","16,570","28,742","14,430","16,489","6,600","3,555","31,780","222,588","15,030","13,720","12,880","86,727","30,990","336,497","1,430","14,100","58,893","12,970","22,669","8,330","29,435","45,490","62,237","1,260",261,100,464,"2,890","11,540","1,300","3,359","12,720","8,901","3,290","7,887",360,492,"20,430","310,965","10,200","13,324","8,410","7,680","15,290","28,236","20,070","51,275","12,140","89,439","15,320","50,386","166,990","1,070,924","165,130","113,556",120,111,"56,730","20,920","1,670",102,"** 2,000",** 668,"24,320","12,868","17,620","2,691","13,650","4,375",760,130,"26,570","40,003","240,340","660,837","80,460","260,195","72,240","236,181","72,890","110,902","25,270","20,559","129,630","92,636","151,710","134,674",10,13,10,253,"23,520","19,419","223,010","545,291"
UT,4 ,"286,350","115,750","117,850","45,810","144,700","689,660","286,410","10,412,157","286,350","10,536,474","253,850","8,688,144","70,060","46,244","26,800","54,581","23,420","32,141","35,470","19,141","37,810","246,287","24,870","50,526","18,440","169,591","44,820","790,602","2,590","17,940","85,830","37,380","235,286","15,880","128,172","68,160","124,316","5,260","1,179",210,"1,478","5,060","23,880","4,370","14,770","28,150","24,096","3,330","6,536",780,"1,587","72,740","1,121,740","59,130","105,985","12,100","13,121","60,680","100,294","72,480","227,073","54,280","368,347","57,190","227,185","264,710","4,748,792","263,180","572,835",90,215,"134,860","115,098","4,760",359,"8,210","4,081","32,390","30,113","43,330","7,793","80,580","71,009","5,710","1,357","27,130","52,389","279,350","1,121,607","75,670","155,352","64,770","133,158","78,710","152,782","24,140","19,890","195,940","457,739","214,090","516,729",40,63,10,292,"42,720","59,298","239,940","659,849"
UT,5 ,"181,660","42,250","123,240","13,110","94,210","527,830","223,040","11,198,511","181,660","11,325,290","161,850","9,091,978","71,220","53,905","27,810","64,590","24,560","39,432","54,190","33,227","31,180","184,144","25,990","76,578","16,620","195,461","38,010","934,671","2,730","10,070","47,041","29,170","413,737","16,840","214,373","57,920","126,779","6,490","1,545",270,"2,538","4,330","24,051","4,510","18,561","24,380","22,140","2,570","4,196","1,030","3,046","99,060","1,794,781","91,840","252,317","6,460","10,681","89,520","154,340","98,900","427,478","81,970","601,332","85,760","449,953","180,520","6,464,989","179,960","865,458",230,657,"102,350","171,536","5,920",755,"8,860","4,321","21,550","23,950","14,100","2,201","77,920","135,511","8,290","2,315","21,190","41,651","178,860","1,051,047","1,430",222,"1,110",168,"25,810","44,989","14,850","12,456","154,320","693,922","161,480","744,250",40,53,10,23,"41,400","81,790","137,700","381,993"
UT,6 ,"116,980","13,570","98,360","4,020","60,900","374,640","159,340","10,116,404","116,980","10,224,937","105,430","8,087,521","58,510","49,120","24,360","67,545","21,770","43,711","45,240","30,094","22,190","152,461","23,230","98,212","13,150","211,669","28,010","833,033","2,050","5,130","23,254","20,160","387,215","14,580","255,456","39,700","108,533","5,210","1,301",280,"3,399","3,490","22,220","3,590","16,945","14,920","15,347","1,310","1,842","1,030","3,999","85,980","1,835,727","82,370","322,002","3,240","6,875","79,960","153,962","85,890","493,024","72,600","585,016","77,310","518,998","116,770","6,467,897","116,460","907,895",370,783,"67,610","144,453","5,650",869,"7,300","3,871","14,550","16,946",0,0,"53,850","118,113","6,780","2,277","15,170","33,894","115,500","1,000,620",0,0,0,0,"4,690","7,458","10,010","8,702","111,700","763,442","113,200","805,646",40,72,10,23,"31,120","79,046","83,730","265,716"
UT,7 ,"129,920","9,090","117,430","2,600","72,640","428,910","181,610","17,091,515","129,920","17,307,526","118,810","13,128,746","82,090","112,786","41,200","170,584","37,510","116,616","53,000","43,746","27,160","331,693","41,230","354,383","16,230","407,531","33,110","1,252,149","2,460","3,730","18,432","20,990","466,880","26,880","912,493","50,490","216,011","6,920","1,796","1,100","18,194","6,610","50,691","5,100","29,250","13,380","12,632","4,280","7,226","2,330","13,381","114,500","3,146,246","111,100","712,427","3,080","7,975","108,070","267,691","114,400","1,002,620","96,040","893,839","106,290","987,863","129,760","12,101,497","129,570","2,014,070","2,530","6,652","68,620","120,614","11,630","5,183","7,900","4,241","14,730","19,080",0,0,"43,510","81,730","8,720","3,816","19,990","62,779","128,340","2,094,218",0,0,0,0,** 760,"** 1,349","13,340","11,929","128,740","1,893,458","129,110","1,973,081",580,239,260,119,"48,860","233,498","77,040","323,501"
UT,8 ,"27,930","1,930","25,420",430,"20,670","95,140","41,830","7,978,899","27,930","8,134,681","25,090","4,996,596","23,230","109,842","14,950","176,995","14,030","131,013","8,170","15,844","6,920","261,193","16,610","503,688","3,530","168,480","5,450","280,316",640,310,"1,817","3,990","99,538","13,160","1,405,463","12,080","155,781",620,153,"1,160","33,720","3,970","38,662",920,"9,002",0,0,0,0,"1,540","19,916","27,150","1,342,214","26,290","399,285",790,"2,399","25,780","110,540","27,140","516,768","20,810","275,869","25,750","473,304","27,870","6,340,197","27,880","1,480,585","15,650","62,252","9,470","21,046","6,260","13,827","1,200",653,0,0,0,0,140,113,"1,550","1,467","7,110","40,970","27,500","1,462,860",0,0,0,0,**,**,0,0,"27,870","1,459,575","27,890","1,528,276","9,690","7,452","12,850","14,803","13,920","238,891","11,060","115,478"
UT,9 ,"4,200",300,"3,820",50,"3,660","14,520","6,510","2,793,916","4,200","2,845,242","3,660","1,359,820","3,940","61,307","2,880","102,715","2,760","79,977","1,030","7,133","1,080","85,960","3,280","323,879",450,"25,162",590,"30,404",120,10,29,560,"14,303","2,890","768,877","2,290","51,326",20,6,280,"11,847",890,"9,930",140,"1,433",0,0,0,0,460,"13,408","4,090","399,737","3,990","150,387",100,316,"3,910","28,915","4,090","180,222","2,760","49,082","3,930","166,662","4,180","2,395,342","4,190","698,526","1,720","20,539","2,190","14,737","1,590","10,039",130,79,0,0,0,0,0,0,190,449,"1,410","11,913","4,140","679,146",0,0,0,0,0,0,0,0,"4,200","683,875","4,200","719,933","2,480","7,236","3,430","16,537","2,240","120,631","1,100","36,539"
UT,10 ,"2,010",140,"1,800",40,"1,880","6,760","2,950","5,956,769","2,010","6,046,710","1,680","1,474,952","1,960","178,431","1,570","282,013","1,490","221,317",820,"14,499",480,"61,631","1,790","1,805,653",180,"14,423",270,"13,780",60,10,56,280,"7,466","1,690","1,951,517","1,250","89,941",[19],1,130,"6,292",460,"5,974",70,727,0,0,0,0,400,"48,082","1,960","722,596","1,910","343,264",40,299,"1,850","27,343","1,950","372,575","1,090","22,091","1,890","374,864","2,010","5,235,297","2,010","1,653,805",400,"27,010","1,220","46,616","1,010","34,402",20,17,0,0,0,0,0,0,50,196,740,"13,877","1,980","1,695,866",0,0,0,0,0,0,0,0,"2,010","1,634,183","2,010","1,702,137","1,150","11,679","1,770","64,238",950,"256,248",490,"154,388"
VT,0 ,"321,480","165,630","123,020","27,730","155,770","567,890","146,010","17,451,163","320,470","17,831,996","264,690","12,219,961","120,640","179,877","76,280","572,140","70,760","437,834","51,870","46,842","57,490","765,633","63,550","999,303","37,020","499,138","60,370","1,157,195","4,450","22,730","91,465","44,910","579,977","21,270","753,958","103,060","380,832","9,570","2,413","2,850","46,820","14,420","81,267","10,440","49,183","41,100","41,322","3,600","9,141","2,370","26,930","89,490","2,106,700","82,310","542,693","5,920","4,740","83,470","460,380","89,200","1,016,789","69,500","505,919","65,430","267,302","248,630","12,054,398","244,900","2,122,391","7,300","55,691","97,820","127,875","22,330","22,768","13,500","6,986","17,460","20,699","17,810","3,316","43,380","54,424","10,270","7,193","46,410","129,571","299,380","2,585,334","47,230","88,181","38,300","74,806","25,480","30,656","14,840","14,369","226,940","2,000,478","244,030","2,168,272","3,450","5,318","5,090","25,289","56,920","235,129","240,380","575,140"
VT,1 ,"5,870","3,650","1,810",240,"4,030","8,480","1,180","-307,050","4,850","-299,701","1,550","32,941","2,220","10,878","1,730","7,282","1,590","4,786",160,178,"2,100","-16,487","2,290","26,289",550,"5,368",640,"5,769",520,90,363,10,12,"1,010","-79,505","1,590","7,348",20,5,10,113,440,"1,836",30,184,300,305,240,878,100,"1,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,10,45,10,9,0,0,0,0,**,**,**,**,**,**,0,0,850,"1,406","2,360","6,862",730,660,460,424,200,285,200,200,10,36,960,"1,733",10,16,**,**,580,746,"1,880","5,059"
VT,2 ,"53,470","44,810","4,970","3,150","20,670","48,110","7,970","262,390","53,470","272,873","38,150","194,888","12,070","5,664","7,190","9,738","6,440","6,208",460,254,"7,030","24,768","5,650","1,723","3,610","12,049","6,260","26,925",420,"1,760","4,797",120,478,820,-550,"8,440","10,484",80,16,30,120,"1,000","2,503",170,580,"1,700","1,394",790,"2,561",70,254,"1,920","30,984",620,"1,056",950,542,"1,430","5,286","1,830","7,043",980,"6,538",940,891,"6,020","11,034","5,380","1,034",**,**,410,22,330,12,**,**,** 40,** 10,** 10,** [20],** [19],** 1,0,0,"5,880","4,457","43,070","33,748","14,960","13,446","12,470","11,557","3,340","1,957","1,340","1,188","5,300","1,011","11,610","5,758",**,**,0,0,"4,590","2,106","39,740","29,796"
