STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
OK,8,"42,560","4,770","36,480",890,"32,890","116,200","37,180",40,0,10,30,"12,240,192","42,560","12,445,092","36,070","7,008,356","33,010","101,669","23,920","300,504","22,980","237,820","18,740","38,973","12,740","588,506","24,710","764,035","7,610","328,978","11,220","501,897","4,880",390,"1,936","9,840","235,968","17,140","1,383,182","17,760","204,900","1,240",313,"1,810","49,092","6,420","60,413","1,260","12,022",0,0,0,0,"1,970","19,512","39,400","1,697,049","37,580","487,990","1,620","5,845","35,760","148,852","39,370","649,268","27,650","265,598","35,510","411,119","42,480","10,139,392","42,460","2,365,450","20,050","72,530",60,192,"14,250","22,199","9,590","11,828","2,630","1,417",0,0,0,0,20,21,"1,100","1,579","11,690","80,088",0,0,60,192,400,885,"41,670","2,307,147",0,0,0,0,0,0,0,0,0,0,"42,430","2,343,276","42,500","2,475,869","14,060","10,841","21,190","28,752","22,730","414,937","14,280","140,600"
OK,9,"7,360",850,"6,270",140,"6,530","19,930","6,300",0,0,0,0,"4,969,616","7,360","5,049,468","6,040","2,095,562","6,720","61,081","5,310","165,748","5,160","135,688","3,460","21,864","2,650","210,024","5,710","521,745","1,240","64,657","1,440","63,089",990,20,122,"1,770","45,261","4,970","1,124,161","4,130","79,852",80,20,500,"18,285","1,690","18,813",270,"2,696",0,0,0,0,750,"19,580","6,910","607,673","6,620","205,026",270,"1,204","6,230","45,200","6,910","253,435","4,000","58,414","6,490","172,117","7,350","4,356,746","7,350","1,267,971","2,310","21,739",10,34,"3,780","18,995","2,780","8,659",240,150,0,0,0,0,0,0,130,442,"2,850","23,253",0,0,10,29,50,195,"7,210","1,224,917",0,0,0,0,0,0,0,0,0,0,"7,350","1,248,984","7,360","1,321,749","4,090","11,320","6,410","36,008","4,120","236,539","1,430","47,907"
OK,10,"3,640",470,"3,030",60,"3,410","9,550","2,880",0,0,0,0,"10,790,108","3,640","10,957,315","2,980","2,028,959","3,500","209,138","2,870","481,229","2,810","413,238","2,150","62,133","1,490","117,596","3,160","2,709,108",550,"31,584",640,"31,481",550,0,0,840,"23,288","3,040","3,914,497","2,440","167,207",20,5,220,"9,499","1,000","11,455",140,"1,425",0,0,0,0,900,"128,449","3,380","1,421,107","3,240","383,902",130,526,"3,020","39,483","3,370","429,001","1,520","27,209","3,230","806,620","3,640","9,365,823","3,640","3,017,534",460,"28,486",0,0,"2,300","101,437","1,770","50,490",60,33,0,0,0,0,0,0,50,556,"1,580","21,831",0,0,0,0,30,120,"3,600","3,218,426",0,0,0,0,0,0,0,0,0,0,"3,640","2,962,153","3,640","3,073,547","1,900","15,853","3,290","115,348","1,680","355,958",740,"297,649"
OR,0,"1,826,550","869,780","725,630","198,920","827,700","3,526,130","1,066,240","60,000","4,530",180,"55,300","109,310,786","1,819,830","111,308,064","1,470,640","74,166,997","528,620","1,011,732","359,970","2,672,845","333,750","1,981,370","378,480","479,252","275,630","3,975,952","344,390","6,469,342","202,590","3,425,650","355,730","8,972,335","32,610","123,810","539,957","274,230","3,750,339","120,060","6,434,737","490,010","1,997,278","35,030","8,485","13,520","265,532","73,180","416,662","43,690","209,829","179,780","188,330","25,860","57,342","11,520","186,121","657,440","16,775,287","611,090","5,280,717","3,300","5,196","581,130","2,309,888","650,500","7,691,204","497,440","4,210,482","529,090","2,492,822","1,408,010","74,209,669","1,396,540","13,808,691","53,150","360,673","23,110","20,101","545,830","667,061","105,140","108,514","68,870","33,814","110,160","106,236","99,250","17,382","263,470","329,037","24,590","14,624","222,360","715,945","32,320","83,710","37,450","95,086","92,310","19,457","1,699,810","16,002,820","297,650","616,801","251,460","540,423","201,260","277,385","101,720","86,671","14,730","11,878","1,267,010","13,186,048","1,371,570","14,164,823","27,690","46,085","35,860","160,531","405,310","1,859,512","1,300,610","3,270,304"
OR,1,"31,040","18,640","10,220","1,270","19,710","47,030","7,000",400,40,0,360,"-2,136,621","24,330","-2,096,142","7,530","178,136","10,480","51,369","6,920","61,171","6,250","44,876","1,550","5,909","10,980","-96,408","10,610","192,138","2,700","33,777","3,970","46,385","2,660",480,"2,226",40,140,"5,270","-432,192","8,370","40,479",80,18,70,819,"2,450","10,190",200,850,"1,500","1,643","1,880","6,699",120,"6,772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,"1,512",60,"1,460",200,48,60,121,0,0,0,0,10,16,0,0,30,18,0,0,"4,430","9,689","1,260","5,366","1,270","4,254",260,32,"13,360","45,996","3,600","3,195","2,270","1,972","1,050","1,508","2,050","1,815","1,000","1,238",240,"1,387","5,330","12,240",70,103,0,0,"3,300","5,488","10,920","30,377"
OR,2,"258,680","210,000","23,520","21,410","88,480","263,840","55,080","15,350","1,300",30,"14,020","1,365,390","258,680","1,422,702","194,580","1,068,293","36,300","22,231","25,150","37,490","22,460","21,236","4,630","3,494","33,770","124,775","23,960","13,624","13,090","53,472","24,760","120,114","1,760","10,500","26,781",690,"2,942","4,150","-7,735","42,180","57,312",580,112,110,530,"4,090","11,307",810,"2,519","7,360","5,915","6,720","19,270",170,781,"14,440","221,122","6,390","8,724",230,130,"10,680","33,306","12,820","43,233","7,470","50,478","8,850","9,939","24,180","44,279","23,080","4,795",20,180,"1,140",348,"1,850",182,"1,120",38,0,0,420,104,50,18,60,15,10,4,"28,670","22,440","3,480","11,545","3,490","10,421","1,240",136,"212,590","187,439","86,290","83,668","75,450","73,750","22,660","13,807","15,020","12,251","2,160","1,627","22,470","4,614","54,650","28,561",0,0,0,0,"22,690","10,614","197,930","167,972"
OR,3,"399,670","252,490","68,040","71,860","155,150","653,650","202,200","20,990","1,550",70,"19,370","6,909,640","399,670","7,036,749","316,460","5,218,030","61,940","57,637","38,430","93,640","34,440","54,537","17,620","13,632","51,310","453,225","35,580","65,919","31,510","228,328","61,550","656,723","3,360","33,710","129,353","29,700","50,880","8,360","28,322","77,860","127,109","2,130",428,400,"2,128","8,460","25,720","3,890","12,326","26,140","22,461","3,670","8,522",450,"1,294","41,750","640,252","28,310","34,707",500,376,"32,480","96,242","39,480","134,421","23,490","152,073","29,010","56,710","270,130","1,755,133","265,970","184,991",90,107,"5,780","2,207","78,490","26,549","4,300",204,"4,210","1,269","28,450","14,838","27,250","4,174","17,520","5,718",810,181,"44,420","77,154","12,470","31,283","12,140","29,699","38,820","3,731","364,390","931,352","121,320","352,508","103,090","316,837","87,650","121,363","26,250","20,757","6,500","4,573","220,580","158,444","259,590","243,116",20,8,0,0,"47,320","45,878","330,370","734,335"
OR,4,"431,890","219,030","134,750","67,330","181,930","849,500","283,960","15,570","1,190",50,"14,330","15,614,455","431,890","15,866,531","364,220","12,220,471","89,710","85,834","54,360","164,287","49,600","101,429","60,600","51,309","53,920","597,855","50,180","158,521","39,750","407,229","76,100","1,311,505","5,110","35,360","164,254","74,790","492,751","14,870","115,160","109,960","252,076","5,810","1,302","1,030","7,336","12,690","49,461","10,380","40,171","52,540","54,395","3,090","5,588","1,030","2,818","100,330","1,573,150","89,460","201,245",730,742,"83,930","243,012","98,790","453,274","70,910","464,192","71,770","162,259","410,530","7,915,088","406,550","964,228",100,311,"10,020","7,049","162,410","129,115","13,240","1,085","15,760","7,784","30,050","27,315","54,390","10,265","88,930","79,834","4,210","1,457","42,880","112,349","12,410","29,505","13,980","34,112","35,260","6,611","416,290","1,626,342","85,370","177,154","69,840","147,662","75,940","120,580","20,260","16,511","4,390","3,784","338,250","835,113","361,150","963,679",40,33,10,2,"81,970","125,797","340,110","777,153"
OR,5,"256,700","94,950","135,080","21,410","125,600","560,900","169,230","5,140",270,10,"4,860","15,810,534","256,700","16,061,642","212,390","11,608,702","85,830","93,435","54,110","200,980","49,760","130,483","83,370","76,988","39,380","495,615","49,780","239,997","34,880","472,735","63,820","1,617,817","5,220","20,600","97,410","60,150","877,780","15,330","167,151","83,470","251,108","8,140","1,913","1,260","12,799","10,310","49,835","9,590","44,058","39,130","43,729","3,190","5,105","1,230","4,296","126,130","2,233,148","120,050","445,423",600,853,"111,580","342,599","125,350","801,641","98,420","705,571","97,010","243,952","255,300","10,033,714","253,970","1,384,226",200,396,"3,970","5,734","104,430","142,278","16,390","1,985","12,810","6,165","18,640","21,306","17,560","2,925","66,560","104,394","5,400","2,369","30,030","94,018","2,480","5,649","4,480","11,355","10,540","3,803","250,850","1,626,481","1,080",276,820,202,"12,090","17,142","12,550","11,068",610,594,"241,280","1,241,949","245,490","1,351,130",20,19,0,0,"74,570","166,819","175,100","425,641"
OR,6,"169,160","38,730","119,980","8,180","88,320","407,180","118,090","1,620",60,20,"1,540","14,643,607","169,160","14,856,872","140,150","10,396,552","72,610","91,587","48,190","214,444","44,770","140,971","77,680","79,144","29,120","409,389","44,470","284,897","28,650","513,234","48,770","1,607,369","4,580","11,700","57,496","43,850","844,496","14,620","235,276","57,010","213,265","6,350","1,592","1,410","16,215","8,110","45,404","7,140","36,579","24,280","28,379","1,160","1,789","1,320","4,738","120,820","2,449,568","117,270","635,757",400,684,"107,550","367,279","120,450","1,017,665","95,710","753,937","97,820","278,724","168,780","10,025,489","168,070","1,456,065",550,"1,331","1,170","2,473","72,860","113,648","15,480","2,530","11,400","5,877","14,870","17,821",0,0,"47,460","80,835","4,790","2,579","22,030","78,817",200,339,"1,240","2,954","3,400","1,914","166,560","1,620,230",0,0,0,0,"1,520","2,415","9,760","8,958",70,62,"166,280","1,342,416","167,010","1,435,119",50,37,0,0,"53,630","153,380","109,540","319,795"
OR,7,"215,120","28,780","178,760","6,010","120,790","564,890","171,070",880,100,0,780,"28,734,656","215,120","29,203,065","181,400","19,834,721","119,880","199,954","89,500","537,000","84,630","386,463","110,340","136,746","41,630","939,548","85,250","1,031,404","39,990","1,098,957","62,690","2,813,397","7,040","10,150","54,033","51,680","1,148,054","31,600","1,007,663","84,340","468,409","10,700","2,823","4,410","75,110","15,220","106,459","9,960","56,467","28,830","31,808","6,160","10,369","3,310","19,000","191,200","5,097,323","187,720","1,721,133",590,"1,389","176,060","763,484","190,910","2,509,957","154,260","1,436,950","166,700","621,651","214,860","21,118,896","214,400","3,559,049","7,090","17,184",740,"1,929","96,160","121,516","32,140","11,329","19,260","9,988","17,720","24,836",0,0,"42,890","58,201","7,270","4,854","33,570","168,897",20,23,760,"1,963","2,370","2,206","212,340","3,736,838",0,0,0,0,360,570,"15,830","15,311",0,0,"213,740","3,437,533","214,110","3,634,980","1,130",317,400,201,"87,220","428,409","116,910","463,275"
OR,8,"53,730","5,900","46,320","1,220","38,320","149,460","49,450",70,30,0,40,"15,212,789","53,730","15,554,648","45,200","9,144,121","41,950","164,278","34,880","497,672","33,660","386,672","19,020","47,503","12,880","719,422","35,660","1,316,330","10,380","507,031","12,370","696,756","2,250","1,240","7,881","11,260","279,043","18,910","1,754,080","20,930","341,859","1,160",282,"3,780","105,870","8,690","81,864","1,440","13,818",0,0,0,0,"2,380","29,184","52,530","2,548,691","51,770","1,144,646",210,709,"48,990","338,251","52,460","1,494,882","40,130","520,368","48,240","370,617","53,680","12,177,000","53,670","2,883,907","39,540","234,089",90,258,"22,960","40,836","16,940","26,371","4,910","2,444",0,0,0,0,30,22,"1,820","2,230","12,880","108,513",0,0,80,271,360,788,"52,970","2,809,275",0,0,0,0,0,0,0,0,0,0,"53,620","2,843,072","53,690","3,012,325","19,900","14,915","26,190","32,768","29,200","451,162","17,470","143,216"
OR,9,"7,520",840,"6,450",170,"6,550","21,400","7,440",0,0,0,0,"5,021,335","7,520","5,135,399","6,250","2,367,824","6,960","74,463","5,820","209,033","5,660","166,945","2,250","16,971","1,900","203,416","6,150","731,231","1,210","79,796","1,220","63,237",420,70,414,"1,430","37,723","4,690","1,183,523","4,060","114,064",50,12,790,"32,032","2,140","24,424",210,"2,121",0,0,0,0,840,"25,418","7,310","710,876","7,210","413,207",40,313,"7,020","75,804","7,300","491,310","5,270","92,692","6,890","141,126","7,510","4,309,425","7,510","1,246,680","4,750","63,016",20,55,"4,460","28,175","3,700","20,965",410,221,0,0,0,0,0,0,210,595,"2,430","27,626",0,0,20,57,50,168,"7,430","1,203,374",0,0,0,0,0,0,0,0,0,0,"7,500","1,218,526","7,510","1,294,318","4,660","13,731","6,500","32,109","4,010","203,307","1,590","37,507"
OR,10,"3,050",420,"2,530",70,"2,860","8,280","2,710",0,0,0,0,"8,135,001","3,050","8,266,598","2,450","2,130,147","2,960","170,944","2,600","657,128","2,530","547,758","1,440","47,556",750,"129,115","2,750","2,435,281",420,"31,091",490,"39,032",210,20,109,630,"16,530","2,270","2,383,489","1,840","131,597",10,3,250,"12,693","1,020","11,998",90,920,0,0,0,0,670,"91,820","2,950","1,301,157","2,920","675,875",0,0,"2,840","49,911","2,950","744,821","1,770","34,221","2,810","607,844","3,040","6,830,645","3,050","2,123,238",740,"42,599",0,0,"2,150","64,641","1,840","44,007",100,66,0,0,0,0,0,0,70,355,"1,020","16,442",0,0,0,0,20,68,"3,030","2,215,493",0,0,0,0,0,0,0,0,0,0,"3,050","2,102,994","3,050","2,189,355","1,790","16,922","2,760","95,451","1,420","268,658",680,"171,033"
PA,0,"6,169,090","3,039,930","2,301,600","713,690","3,206,370","11,374,550","3,383,240","161,040","83,910","1,350","75,770","388,883,451","6,149,460","394,508,181","5,054,850","274,161,023","1,985,350","3,267,595","1,407,500","9,670,905","1,306,520","7,276,902","592,110","424,441","793,320","12,800,385","1,102,220","20,332,731","737,990","11,271,770","1,369,530","27,546,787","43,700","465,570","2,140,364","907,030","12,468,032","315,110","18,164,222","1,537,860","5,624,730","152,070","38,205","39,890","852,048","173,030","1,168,508","121,210","554,691","646,650","723,625","66,060","170,721","26,030","458,876","1,776,730","41,939,532","1,558,140","10,585,093","176,950","160,378","1,592,730","8,005,489","1,770,310","19,018,164","1,354,240","9,863,101","1,450,780","6,741,456","4,727,490","280,191,479","4,690,370","54,852,550","160,380","814,205","83,270","62,157","1,843,640","2,272,214","350,110","349,876","230,290","124,354","386,570","472,002","328,640","56,646","849,180","1,066,031","146,290","63,194","640,230","2,047,534","141,710","404,566","157,970","452,576","244,290","46,793","5,818,510","65,711,511","969,860","2,134,260","837,690","1,892,330","600,850","749,147","365,430","353,913","64,290","33,536","4,307,950","52,742,434","4,607,240","55,815,575","120,820","247,264","136,100","585,891","1,017,270","5,324,648","4,779,010","13,468,819"
PA,1,"70,250","46,850","18,500","2,820","43,070","97,130","14,910","1,070",580,0,490,"-4,854,625","50,630","-4,768,808","15,760","405,591","20,640","95,854","17,580","166,310","15,960","123,562","1,380","5,367","20,950","-251,229","22,880","242,569","5,310","66,896","7,950","71,910","3,060",920,"3,915",110,602,"10,540","-1,254,851","15,740","85,817",200,45,100,"1,416","4,030","21,144",400,"1,905","3,310","4,011","3,920","14,656",320,"3,399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,010","3,923",140,"3,681",840,238,180,304,0,0,0,0,50,39,20,25,80,70,0,0,"7,540","15,956","4,230","17,311","4,400","16,126",750,99,"31,930","163,497","6,580","5,894","4,220","3,787","2,070","3,063","5,070","4,882","3,200","2,197",900,"3,616","10,080","22,587",250,467,0,0,"5,850","7,884","27,310","128,141"
PA,2,"1,030,990","862,910","77,630","79,820","452,400","903,650","188,430","56,520","28,520",180,"27,820","5,035,653","1,030,980","5,185,105","760,870","3,686,737","190,870","82,468","130,910","133,368","117,960","81,313","3,930","1,522","97,610","391,482","96,640","44,579","66,490","216,494","140,760","585,119","2,950","34,880","85,606","2,040","9,430","10,370","-10,861","120,590","149,452","1,370",279,200,805,"10,890","33,125","1,960","5,790","22,380","21,410","13,810","45,180",390,768,"29,890","463,992","11,790","14,616","12,980","5,137","20,800","83,683","28,440","105,679","13,260","75,764","16,990","18,699","113,180","198,931","103,290","20,544",30,85,"4,880","1,651","7,730",767,"4,910",153,20,4,"1,490",442,210,38,270,79,100,19,"83,310","64,852","19,470","63,640","19,710","61,177","6,690",719,"852,940","725,398","279,180","309,867","250,720","277,251","85,080","52,994","40,340","36,002","12,990","5,849","101,000","19,782","195,890","88,590",20,23,10,1,"66,660","28,788","810,090","660,622"
PA,3,"1,250,030","788,880","196,600","241,940","607,240","1,979,340","604,100","54,690","29,750",350,"24,590","21,378,427","1,250,030","21,737,332","963,690","15,475,763","243,750","179,515","155,350","301,540","139,940","185,141","13,960","4,414","148,370","1,345,588","108,380","184,607","130,350","832,261","260,360","2,593,085","5,600","116,720","445,299","114,210","194,854","20,540","57,354","234,780","358,905","7,380","1,622",740,"3,817","22,050","76,499","10,050","31,130","90,120","93,258","6,560","18,433",940,"2,264","89,240","1,369,353","47,750","68,535","32,970","17,026","65,850","245,031","87,270","338,659","44,280","236,534","60,120","116,503","843,120","5,473,569","830,280","579,482",190,563,"29,060","9,881","245,500","84,422","13,170",555,"15,400","5,037","66,740","39,832","92,960","14,533","65,980","22,714","5,510","1,235","127,100","215,284","66,810","180,352","66,980","181,391","112,190","11,074","1,168,690","3,509,224","412,980","1,287,086","361,900","1,166,441","288,100","376,210","72,210","64,536","32,400","14,570","682,360","495,087","804,330","730,524",60,74,0,0,"104,480","104,270","1,091,560","2,782,086"
PA,4,"1,410,790","772,140","354,080","243,180","696,670","2,498,480","740,220","34,750","20,180",270,"14,300","51,282,303","1,410,790","51,997,268","1,208,740","40,545,946","340,340","255,387","216,610","514,045","198,080","335,551","61,260","15,829","141,530","1,505,631","155,620","420,440","146,030","1,369,981","288,910","4,446,647","8,890","128,230","631,216","260,550","1,736,392","37,090","266,762","343,460","714,965","22,690","5,277","2,170","15,214","30,340","139,864","29,360","108,291","195,470","228,607","6,430","16,182","2,060","6,528","255,100","3,795,185","203,590","424,476","42,080","31,356","205,660","700,346","253,610","1,187,907","171,430","905,900","179,390","413,280","1,370,140","28,043,351","1,360,090","3,462,564",220,"1,190","33,660","23,255","516,620","434,591","39,650","2,266","53,710","30,870","104,320","114,573","181,300","32,985","257,970","241,819","28,720","9,131","108,700","269,042","43,610","122,181","49,740","143,864","90,430","16,817","1,380,470","6,149,403","268,500","530,755","218,930","444,384","193,050","272,728","73,930","69,099","13,900","9,253","1,165,910","3,027,979","1,226,540","3,346,007",120,142,0,0,"174,110","253,155","1,211,060","3,016,443"
PA,5,"859,110","334,640","415,050","88,010","473,000","1,777,830","504,340","9,040","3,470",190,"5,390","52,927,273","859,110","53,581,004","739,360","40,208,775","313,320","265,664","208,620","654,270","192,370","446,380","100,650","26,166","109,220","1,299,445","154,730","607,852","120,470","1,561,624","227,330","4,843,372","7,310","80,450","409,523","195,440","2,956,251","37,860","368,138","259,680","653,731","27,720","6,677","2,690","24,587","22,830","130,849","26,850","115,995","135,160","153,661","10,270","22,946","2,530","9,115","316,610","5,223,569","275,670","838,260","33,900","30,573","278,280","1,014,188","315,840","1,921,061","241,730","1,412,653","241,950","620,806","855,360","35,215,184","852,420","4,955,219",810,"1,695","9,790","14,470","339,120","458,912","49,290","3,958","34,700","18,177","69,450","98,061","54,140","9,065","202,150","311,637","33,300","11,894","82,670","234,044","6,760","18,869","11,760","34,387","22,470","7,991","847,990","6,367,716","2,610",658,"1,930",467,"28,370","37,894","52,520","53,060","1,620","1,480","820,750","4,496,317","831,020","4,778,563",90,112,20,6,"170,300","349,977","668,550","1,888,024"
PA,6,"567,800","123,360","404,140","32,060","324,450","1,377,150","405,470","2,960",840,130,"1,990","49,170,310","567,800","49,703,038","495,480","36,877,884","258,620","241,362","180,140","677,155","167,510","476,607","107,370","30,573","84,690","1,183,192","135,970","731,901","94,110","1,612,638","169,380","4,503,460","5,460","51,160","263,800","135,770","2,729,437","34,860","427,889","183,210","532,728","28,160","7,162","3,310","34,331","17,110","111,582","20,220","96,325","87,630","100,766","3,370","7,470","2,470","10,560","293,760","5,544,756","265,870","1,087,210","23,240","25,809","269,990","1,111,127","293,430","2,260,382","238,920","1,579,670","240,290","684,376","566,560","35,004,842","565,210","5,128,221","1,970","3,241","3,080","6,991","255,030","400,420","47,510","5,294","35,230","19,173","60,170","88,075",0,0,"161,290","269,731","27,460","10,464","64,850","207,988",760,"2,039","3,340","9,544","6,680","3,660","562,870","6,157,622",0,0,0,0,"3,370","5,006","44,660","45,865",170,166,"560,680","4,727,805","562,230","4,981,273",110,92,0,0,"126,770","332,111","424,880","1,452,907"
PA,7,"740,940","88,120","626,170","20,830","434,800","2,038,010","671,210","1,860",530,210,"1,120","99,224,124","740,940","100,404,783","659,210","74,276,352","426,700","514,262","325,520","1,827,417","307,160","1,349,675","225,010","87,456","131,170","2,928,760","264,130","2,434,312","131,540","3,438,857","218,450","7,797,484","7,170","47,260","263,199","155,190","3,661,760","80,490","1,849,364","286,640","1,180,659","56,020","15,023","11,810","175,219","33,020","268,260","27,410","147,726","112,570","121,912","21,710","45,854","6,540","33,021","563,770","13,194,370","530,640","3,343,948","27,340","39,722","534,420","2,763,718","563,450","6,226,763","472,700","3,633,987","497,800","1,740,116","740,100","75,823,522","739,080","13,039,777","18,160","40,680","1,720","4,919","362,430","456,826","105,530","23,352","70,180","39,566","84,360","130,980",0,0,"161,350","219,896","40,890","18,353","104,950","470,316",70,174,"1,800","5,303","4,200","3,904","735,920","14,327,724",0,0,0,0,820,"1,252","76,710","80,469",20,21,"737,460","12,582,955","738,070","13,155,788","3,930","1,055","1,440",586,"243,760","1,054,824","465,910","1,977,301"
PA,8,"195,160","18,820","171,000","4,100","136,500","572,210","206,200",150,40,10,90,"55,722,657","195,160","56,703,406","173,550","37,798,122","150,170","396,735","134,450","1,875,463","129,970","1,454,622","60,170","63,575","47,210","2,689,544","125,580","3,175,987","36,550","1,699,578","47,880","2,267,392","2,520","5,490","34,429","36,010","960,435","56,930","4,259,366","70,360","980,749","7,960","1,980","13,110","336,953","22,430","245,691","3,990","37,562",0,0,0,0,"5,990","63,345","185,850","7,114,314","180,730","2,357,822","4,160","9,712","176,800","1,438,808","185,760","3,845,386","143,580","1,555,362","173,340","1,161,241","195,040","46,680,388","194,990","11,034,015","124,960","525,096",210,643,"87,330","96,686","64,100","59,115","18,860","10,224",0,0,0,0,100,85,"9,010","8,189","45,670","351,279",0,0,210,680,710,"1,620","193,900","11,100,810",0,0,0,0,0,0,0,0,0,0,"194,910","10,937,357","195,060","11,504,558","83,930","64,786","95,750","104,866","101,370","1,297,667","71,010","544,392"
PA,9,"30,500","2,860","26,730",640,"25,870","91,140","33,940",0,0,0,0,"20,461,890","30,500","20,893,020","26,650","11,709,051","27,830","205,201","25,940","952,907","25,390","747,803","11,180","42,187","8,630","917,946","25,770","2,023,491","5,000","305,639","5,850","283,069",510,360,"2,599","5,230","145,763","16,650","3,602,639","15,280","431,130",470,115,"3,960","166,390","6,480","86,420",680,"6,972",0,0,0,0,"2,530","63,986","29,570","1,996,342","29,250","893,253",220,753,"28,430","368,318","29,570","1,273,941","20,690","315,256","28,330","464,486","30,480","18,456,939","30,490","5,407,367","11,870","126,284",20,87,"19,580","77,509","16,660","54,948","1,800","1,039",0,0,0,0,0,0,980,"2,005","10,250","114,132",0,0,30,104,130,591,"30,340","5,328,815",0,0,0,0,0,0,0,0,0,0,"30,470","5,329,949","30,490","5,634,632","22,540","70,037","26,570","112,833","17,420","721,506","6,090","143,935"
PA,10,"13,530","1,360","11,690",290,"12,360","39,620","14,420",0,0,0,0,"38,535,439","13,530","39,072,033","11,530","13,176,802","13,100","1,031,147","12,380","2,568,430","12,170","2,076,248","7,200","147,352","3,940","790,026","12,530","10,466,993","2,150","167,802","2,650","155,249",240,110,778,"2,480","73,108","9,790","8,598,422","8,120","536,594",100,25,"1,790","93,316","3,860","55,074",300,"2,995",0,0,0,0,"2,260","265,890","12,950","3,237,651","12,850","1,556,973",70,290,"12,510","280,270","12,950","1,858,386","7,660","147,975","12,580","1,521,949","13,520","35,294,753","13,530","11,221,438","2,030","111,690",10,22,"10,120","261,777","9,290","200,235",400,264,0,0,0,0,0,0,320,"1,904","5,200","104,641",0,0,0,0,50,318,"13,480","11,881,302",0,0,0,0,0,0,0,0,0,0,"13,520","11,121,587","13,520","11,573,053","9,780","110,476","12,320","367,599","6,550","1,174,466","2,570","874,968"
RI,0,"521,890","273,220","171,140","66,920","306,630","921,950","269,380","18,250","11,550",40,"6,660","32,511,563","520,560","32,976,426","439,760","22,967,012","163,070","288,190","102,250","717,298","95,840","544,135","114,850","107,016","72,210","1,093,216","83,800","2,111,374","52,560","789,263","96,520","2,295,534",740,"43,190","202,699","69,370","967,065","27,690","1,527,412","131,780","464,863","16,150","4,150","3,930","74,710","13,860","109,640","9,960","48,489","47,340","50,399","6,160","14,174","1,760","29,840","171,650","4,154,816","160,000","1,116,571","9,010","9,012","157,380","832,846","171,330","2,079,733","135,920","1,047,455","143,810","480,856","405,610","23,076,052","403,550","4,439,480","14,430","88,837","10,010","9,213","152,850","177,815","28,490","22,327","18,560","9,920","34,950","38,697","25,480","4,461","69,500","81,458","11,780","3,877","60,760","172,428","15,570","46,652","17,270","54,009","23,540","4,332","497,190","5,395,359","88,070","197,398","75,570","173,367","54,130","64,308","31,450","28,887","6,070","4,449","370,730","4,285,403","399,050","4,536,501","9,140","16,593","10,380","55,512","88,600","427,141","407,570","1,145,602"
RI,1,"5,750","3,890","1,400",280,"3,880","7,880","1,140",90,60,0,40,"-348,882","4,420","-343,801","1,490","38,136","1,860","15,779","1,390","10,423","1,290","8,418",240,564,"1,680","-34,811","1,840","14,146",510,"6,686",640,"6,822",60,150,726,10,21,"1,000","-69,188","1,330","5,081",20,3,10,112,300,"1,972",30,115,270,295,310,"1,080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,94,10,75,80,23,20,32,0,0,0,0,0,0,10,4,0,0,0,0,670,"1,334",310,"1,612",330,"1,477",90,10,"2,670","10,967",670,609,460,444,210,292,370,342,220,313,70,62,920,"1,634",30,27,0,0,520,748,"2,270","8,450"
RI,2,"82,480","69,710","4,940","6,890","41,150","72,240","15,860","5,820","3,800",0,"2,020","423,343","82,480","435,788","63,850","328,529","12,200","5,416","7,270","8,109","6,630","5,188",950,497,"9,720","44,555","5,740","2,474","4,040","14,764","7,380","31,409",60,"3,360","9,051",180,838,890,"-2,847","11,610","12,445",110,23,30,112,670,"2,179",180,564,"1,780","1,696","1,230","3,621",30,53,"2,900","44,531",980,"1,439","1,450",624,"2,250","9,496","2,820","12,368","1,630","9,632","1,660","1,551","10,160","18,632","9,750","1,937",0,0,380,128,600,73,350,13,0,0,150,46,0,0,60,17,0,0,"8,690","6,878","1,330","5,329","1,350","5,040","1,200",107,"71,380","64,681","24,970","28,591","21,990","24,984","7,770","5,155","3,100","2,591",770,576,"9,520","1,865","19,480","9,168",0,0,0,0,"6,210","2,935","67,340","57,970"
